BlockID	dist_dtown	lg_den_parc	lg_den_FinSQM2	dist_line	dum_400m	dum_800m	dum_1200m	dum_1600m	dum_2400m	dum_3200m	dum_4800m	dum_6400m	dum_8000m	dum_8000mL	tot_parc	tot_FinSQm2	tot_line_len	Period
1614	27189.0	-3.8546703372292606	-1.7085422847533116	21528.0	0	0	0	0	0	0	0	0	0	1	30625.0	6649.0	329934.06	0
1623	26981.0	-4.1356096508707685	-1.8545762675717825	21445.0	0	0	0	0	0	0	0	0	0	1	30625.0	6840.0	329934.06	0
1624	26923.0	-3.6550183062553696	-1.6307379368244874	21374.0	0	0	0	0	0	0	0	0	0	1	30625.0	7263.0	329934.06	0
1629	26858.0	-4.099473466378668	-2.0502554437084863	21345.0	0	0	0	0	0	0	0	0	0	1	30625.0	7375.0	329934.06	0
1632	26778.0	-4.293285180892813	-2.1785074454656788	21185.0	0	0	0	0	0	0	0	0	0	1	30625.0	7896.0	329934.06	0
1634	27151.0	-4.078033673885118	-2.021764228228516	21554.0	0	0	0	0	0	0	0	0	0	1	30625.0	8579.0	329934.06	0
1644	26829.0	-3.977751021429626	-1.7959074508654465	21448.0	0	0	0	0	0	0	0	0	0	1	30625.0	9339.0	329934.06	0
1647	26339.0	-3.602949396438059	-1.4790977482335192	20863.0	0	0	0	0	0	0	0	0	0	1	30625.0	10004.0	329934.06	0
1649	26192.0	-3.459693991620251	-1.1232342418242323	20735.0	0	0	0	0	0	0	0	0	0	1	30625.0	10655.0	329934.06	0
1651	26287.0	-3.746166962392863	-1.5491622220606298	20877.0	0	0	0	0	0	0	0	0	0	1	30625.0	11442.0	329934.06	0
1655	26475.0	-4.325843930442029	-2.3863246616717038	21045.0	0	0	0	0	0	0	0	0	0	1	30625.0	11529.0	329934.06	0
1679	27117.0	-4.051075312124899	-1.9049472845706954	21733.0	0	0	0	0	0	0	0	0	0	1	30625.0	12229.0	329934.06	0
1717	26607.0	-3.723742922635819	-1.5426142103226255	20898.0	0	0	0	0	0	0	0	0	0	1	30625.0	12836.0	329934.06	0
1724	26297.0	-3.7710727667011947	-1.5973039485653324	20611.0	0	0	0	0	0	0	0	0	0	1	30625.0	13582.0	329934.06	0
1726	26143.0	-3.3551747302873527	-1.265269606276144	20433.0	0	0	0	0	0	0	0	0	0	1	30625.0	14689.0	329934.06	0
1729	26933.0	-4.346763605435121	-2.226189684868108	21230.0	0	0	0	0	0	0	0	0	0	1	30625.0	14821.0	329934.06	0
1730	26679.0	-3.837070506672337	-1.683560524690912	20934.0	0	0	0	0	0	0	0	0	0	1	30625.0	15533.0	329934.06	0
1731	26816.0	-3.504579577171325	-1.4290326178154535	21124.0	0	0	0	0	0	0	0	0	0	1	30625.0	16128.0	329934.06	0
1737	26032.0	-4.2952591219966605	-2.064810208689015	20379.0	0	0	0	0	0	0	0	0	0	1	30625.0	16298.0	329934.06	0
1741	25837.0	-3.697033082969187	-1.5889756945292444	20203.0	0	0	0	0	0	0	0	0	0	1	30625.0	16811.0	329934.06	0
1742	25744.0	-4.232309832072727	-2.0955892903157207	20119.0	0	0	0	0	0	0	0	0	0	1	30625.0	16948.0	329934.06	0
1743	25670.0	-3.7073998426479546	-1.6201509720191836	20008.0	0	0	0	0	0	0	0	0	0	1	30625.0	17437.0	329934.06	0
1746	25553.0	-3.9561203874610684	-1.875133335098435	19946.0	0	0	0	0	0	0	0	0	0	1	30625.0	17678.0	329934.06	0
1759	25608.0	-3.6883975860195903	-1.4643827624031336	20065.0	0	0	0	0	0	0	0	0	0	1	30625.0	18348.0	329934.06	0
1765	25927.0	-4.1128897354442895	-2.04285188854146	20387.0	0	0	0	0	0	0	0	0	0	1	30625.0	18583.0	329934.06	0
1767	25692.0	-4.479618502586909	-2.2341058087698746	20108.0	0	0	0	0	0	0	0	0	0	1	30625.0	18935.0	329934.06	0
1792	26596.0	-3.5569052728220587	-1.3980404190068814	20925.0	0	0	0	0	0	0	0	0	0	1	30625.0	19944.166	329934.06	0
1851	26773.0	-4.736603624702417	-2.664721634187963	20926.0	0	0	0	0	0	0	0	0	0	1	30625.0	20062.166	329934.06	0
1852	26918.0	-4.325782407177225	-2.170446356378002	21099.0	0	0	0	0	0	0	0	0	0	1	30625.0	20205.166	329934.06	0
1860	26352.0	-4.192734672263393	-2.1320368271988808	20582.0	0	0	0	0	0	0	0	0	0	1	30625.0	20320.166	329934.06	0
1868	25815.0	-3.9550379938607594	-1.6496866010004831	20053.0	0	0	0	0	0	0	0	0	0	1	30625.0	20724.166	329934.06	0
1869	25886.0	-4.278593576257821	-2.1387144924659816	20159.0	0	0	0	0	0	0	0	0	0	1	30625.0	20862.166	329934.06	0
1898	24866.0	-4.886298908881512	-2.922511102684261	19216.0	0	0	0	0	0	0	0	0	0	1	30625.0	20954.166	329934.06	0
2004	23318.0	-4.655167260046482	-2.318707512374985	17078.0	0	0	0	0	0	0	0	0	0	1	30625.0	21171.166	329934.06	0
2921	23586.0	-5.92798339803895	-4.008905288024124	16318.0	0	0	0	0	0	0	0	0	0	1	30625.0	21254.166	329934.06	0
2923	24055.0	-6.182341876326905	-3.9319218735959103	16827.0	0	0	0	0	0	0	0	0	0	1	30625.0	21432.166	329934.06	0
3294	13311.0	-5.326458771802715	-3.313621537338948	6480.0	0	0	0	0	0	0	0	0	1	0	30625.0	21535.166	329934.06	0
3734	8782.0	-4.294400098020271	-2.3913100985801843	1644.0	0	0	0	0	1	0	0	0	0	0	30625.0	21615.166	329934.06	0
3805	8397.0	-4.809047676497209	-2.6049277040199805	1120.0	0	0	1	0	0	0	0	0	0	0	30625.0	21775.166	329934.06	0
3827	8875.0	-4.311584349966063	-2.392506268122078	1974.0	0	0	0	0	1	0	0	0	0	0	30625.0	21858.166	329934.06	0
3922	7888.0	-4.3151723543145115	-2.1508195110514485	1123.0	0	0	1	0	0	0	0	0	0	0	30625.0	22004.166	329934.06	0
3977	7014.0	-4.6153713180381715	-2.734557724042506	339.0	1	0	0	0	0	0	0	0	0	0	30625.0	22080.166	329934.06	0
4027	45086.0	-4.522033224760517	-2.2319985935859035	37132.0	0	0	0	0	0	0	0	0	0	1	30625.0	22470.166	329934.06	0
4029	46553.0	-6.342451504694505	-4.14793714086064	38248.0	0	0	0	0	0	0	0	0	0	1	30625.0	22783.166	329934.06	0
4030	47980.0	-6.01790126417647	-3.6422376432832086	39585.0	0	0	0	0	0	0	0	0	0	1	30625.0	23258.166	329934.06	0
4033	49050.0	-5.316691466795151	-3.3123701043647755	40660.0	0	0	0	0	0	0	0	0	0	1	30625.0	23359.166	329934.06	0
4036	49297.0	-5.689316833630541	-3.466600396313639	40766.0	0	0	0	0	0	0	0	0	0	1	30625.0	23526.166	329934.06	0
4045	42443.0	-6.401199628562184	-3.9255284580188725	33806.0	0	0	0	0	0	0	0	0	0	1	30625.0	24124.166	329934.06	0
4046	44774.0	-6.41501560995892	-4.1362619880592675	36177.0	0	0	0	0	0	0	0	0	0	1	30625.0	24314.166	329934.06	0
4063	44890.0	-4.448381631406979	-2.266538062141588	36999.0	0	0	0	0	0	0	0	0	0	1	30625.0	24466.166	329934.06	0
4067	45303.0	-3.744918529220297	-1.504369286590083	37412.0	0	0	0	0	0	0	0	0	0	1	30625.0	24640.166	329934.06	0
4114	45366.0	-4.473165702071345	-2.2690457100216443	37519.0	0	0	0	0	0	0	0	0	0	1	30625.0	24800.166	329934.06	0
4118	45771.0	-4.221622859572057	-2.164718015161604	37928.0	0	0	0	0	0	0	0	0	0	1	30625.0	24914.166	329934.06	0
4131	45705.0	-3.478104546993932	-1.2691260304693197	37824.0	0	0	0	0	0	0	0	0	0	1	30625.0	25723.166	329934.06	0
4135	45911.0	-3.902546801976854	-1.849468342853286	37994.0	0	0	0	0	0	0	0	0	0	1	30625.0	25949.166	329934.06	0
4177	51185.0	-6.185573889674161	-4.113691866330916	43035.0	0	0	0	0	0	0	0	0	0	1	30625.0	26067.166	329934.06	0
4182	50330.0	-5.503271668031248	-3.170833194945205	42086.0	0	0	0	0	0	0	0	0	0	1	30625.0	26282.166	329934.06	0
4192	54959.0	-5.740892201614685	-3.3446928572487264	46759.0	0	0	0	0	0	0	0	0	0	1	30625.0	26531.166	329934.06	0
4207	58227.0	-6.20528150831722	-3.9086163432586383	50071.0	0	0	0	0	0	0	0	0	0	1	30625.0	26729.166	329934.06	0
4243	49514.0	-3.939144705215346	-1.800841989569745	40905.0	0	0	0	0	0	0	0	0	0	1	30625.0	27004.166	329934.06	0
4258	49747.0	-3.4652712821906797	-1.3471719738376513	41099.0	0	0	0	0	0	0	0	0	0	1	30625.0	27529.166	329934.06	0
4266	49786.0	-3.4998244992901997	-1.3179809218596061	41100.0	0	0	0	0	0	0	0	0	0	1	30625.0	27681.166	329934.06	0
4302	57371.0	-5.886919716393444	-3.4382134142294096	48709.0	0	0	0	0	0	0	0	0	0	1	30625.0	28243.166	329934.06	0
4314	60395.0	-6.400074599331213	-4.292864629683345	51435.0	0	0	0	0	0	0	0	0	0	1	30625.0	28371.166	329934.06	0
4330	43420.0	-5.588216243981786	-3.400695492835749	34648.0	0	0	0	0	0	0	0	0	0	1	30625.0	28679.166	329934.06	0
4371	43211.0	-3.9811387735464443	-1.788014173640387	34225.0	0	0	0	0	0	0	0	0	0	1	30625.0	28835.166	329934.06	0
4373	43127.0	-3.8601882289628118	-1.8348823654264517	34134.0	0	0	0	0	0	0	0	0	0	1	30625.0	29047.166	329934.06	0
4375	42898.0	-3.8981215926994097	-1.8873977148727346	33901.0	0	0	0	0	0	0	0	0	0	1	30625.0	29252.166	329934.06	0
4436	42812.0	-3.9634336433107817	-1.7787422179989099	33793.0	0	0	0	0	0	0	0	0	0	1	30625.0	29558.166	329934.06	0
4438	42589.0	-4.295940764496514	-2.097283679518734	33566.0	0	0	0	0	0	0	0	0	0	1	30625.0	29716.166	329934.06	0
4440	42938.0	-3.9617057695427653	-1.8591863136877815	33914.0	0	0	0	0	0	0	0	0	0	1	30625.0	30729.166	329934.06	0
4441	43058.0	-3.855216179319331	-1.7796692259176505	34026.0	0	0	0	0	0	0	0	0	0	1	30625.0	30848.166	329934.06	0
4449	48004.0	-6.685985861219148	-4.450457429634627	39163.0	0	0	0	0	0	0	0	0	0	1	30625.0	31364.166	329934.06	0
4481	49943.0	-5.901423976043098	-3.746087956188161	40875.0	0	0	0	0	0	0	0	0	0	1	30625.0	31507.166	329934.06	0
4487	47330.0	-6.291808929819635	-4.0863338863026275	38210.0	0	0	0	0	0	0	0	0	0	1	30625.0	31828.166	329934.06	0
4537	33502.0	-4.065878365844615	-2.0244856465859247	24385.0	0	0	0	0	0	0	0	0	0	1	30625.0	31938.166	329934.06	0
4608	36562.0	-6.0825609993674234	-3.7401383196308746	27398.0	0	0	0	0	0	0	0	0	0	1	30625.0	32158.166	329934.06	0
4708	29453.0	-3.9089137470738864	-2.057655373095128	20350.0	0	0	0	0	0	0	0	0	0	1	30625.0	32229.166	329934.06	0
4725	28651.0	-6.164649931083869	-3.899832090824723	19521.0	0	0	0	0	0	0	0	0	0	1	30625.0	32413.166	329934.06	0
4736	29138.0	-4.602548292937691	-1.8848777839963595	20158.0	0	0	0	0	0	0	0	0	0	1	30625.0	32935.164	329934.06	0
4746	23945.0	-4.896173347696325	-2.7723216962067454	14818.0	0	0	0	0	0	0	0	0	0	1	30625.0	33068.164	329934.06	0
4752	23642.0	-5.3989672062878125	-3.015151843988492	14476.0	0	0	0	0	0	0	0	0	0	1	30625.0	33552.164	329934.06	0
4769	23904.0	-3.5393270779738364	-1.4253836980655412	14705.0	0	0	0	0	0	0	0	0	0	1	30625.0	34072.164	329934.06	0
4773	23771.0	-5.627734047837864	-3.4171480070379747	14562.0	0	0	0	0	0	0	0	0	0	1	30625.0	34884.164	329934.06	0
4893	32386.0	-5.471472128642535	-3.2953808610094066	23234.0	0	0	0	0	0	0	0	0	0	1	30625.0	35034.164	329934.06	0
4903	32316.0	-5.794605146584475	-3.6642713719358637	23115.0	0	0	0	0	0	0	0	0	0	1	30625.0	35169.164	329934.06	0
4963	34167.0	-3.8698181845707285	-1.7492442930992882	25127.0	0	0	0	0	0	0	0	0	0	1	30625.0	35433.164	329934.06	0
4965	33960.0	-4.002490033571042	-1.97718417310337	24927.0	0	0	0	0	0	0	0	0	0	1	30625.0	35645.164	329934.06	0
4966	33862.0	-3.3444577808435376	-1.2227885192294525	24829.0	0	0	0	0	0	0	0	0	0	1	30625.0	36439.164	329934.06	0
4992	32723.0	-4.111900721337328	-2.1496892796992264	23689.0	0	0	0	0	0	0	0	0	0	1	30625.0	36714.164	329934.06	0
4993	32744.0	-5.234761456385544	-3.201337688339678	23746.0	0	0	0	0	0	0	0	0	0	1	30625.0	37146.164	329934.06	0
4997	33432.0	-3.551663422173152	-1.4453025339818535	24399.0	0	0	0	0	0	0	0	0	0	1	30625.0	37657.164	329934.06	0
4998	33478.0	-3.4459542892361137	-1.3395933813272287	24450.0	0	0	0	0	0	0	0	0	0	1	30625.0	38168.164	329934.06	0
5005	33437.0	-3.8250039339086888	-1.5945550165058022	24387.0	0	0	0	0	0	0	0	0	0	1	30625.0	38508.164	329934.06	0
5006	33337.0	-4.085361931539443	-1.6335755015874436	24291.0	0	0	0	0	0	0	0	0	0	1	30625.0	38791.164	329934.06	0
5020	33557.0	-4.269442893665521	-2.2782168167737438	24535.0	0	0	0	0	0	0	0	0	0	1	30625.0	38889.164	329934.06	0
5069	34234.0	-4.697482156604553	-2.629296318072921	25175.0	0	0	0	0	0	0	0	0	0	1	30625.0	39006.164	329934.06	0
5075	33652.0	-3.23979980497325	-1.0042713733831725	24595.0	0	0	0	0	0	0	0	0	0	1	30625.0	39350.164	329934.06	0
5084	35268.0	-6.2716576402080735	-4.230264938269946	26268.0	0	0	0	0	0	0	0	0	0	1	30625.0	39460.164	329934.06	0
5088	36467.0	-3.7260748571586295	-1.3956610860097978	27438.0	0	0	0	0	0	0	0	0	0	1	30625.0	39674.164	329934.06	0
5091	37227.0	-4.264917684657813	-2.1876895548357336	28211.0	0	0	0	0	0	0	0	0	0	1	30625.0	41227.164	329934.06	0
5096	36532.0	-3.419666680600077	-1.39847736317998	27521.0	0	0	0	0	0	0	0	0	0	1	30625.0	41647.164	329934.06	0
5108	39611.0	-6.05999445909247	-3.6945064986359317	30638.0	0	0	0	0	0	0	0	0	0	1	30625.0	41879.164	329934.06	0
5142	40076.0	-6.23247339274348	-4.102139591142225	30958.0	0	0	0	0	0	0	0	0	0	1	30625.0	42014.164	329934.06	0
5143	41272.0	-6.5672299268695715	-4.326680695347788	32128.0	0	0	0	0	0	0	0	0	0	1	30625.0	42188.164	329934.06	0
5159	41755.0	-6.1920991863896635	-4.095189154939739	32734.0	0	0	0	0	0	0	0	0	0	1	30625.0	42313.164	329934.06	0
5161	40262.0	-6.207548204237166	-4.141222262642816	31209.0	0	0	0	0	0	0	0	0	0	1	30625.0	42546.164	329934.06	0
5204	44169.0	-5.984430332379582	-3.798321945428907	34963.0	0	0	0	0	0	0	0	0	0	1	30625.0	42853.164	329934.06	0
5209	40523.0	-6.675708156264756	-4.571904435769415	31322.0	0	0	0	0	0	0	0	0	0	1	30625.0	42980.164	329934.06	0
5228	44991.0	-5.170320389286108	-3.211278993752585	35783.0	0	0	0	0	0	0	0	0	0	1	30625.0	43071.164	329934.06	0
5255	49190.0	-5.730273422229172	-3.4424716701434646	40015.0	0	0	0	0	0	0	0	0	0	1	30625.0	43265.164	329934.06	0
5263	46057.0	-3.651859265316023	-1.5312853315328372	36849.0	0	0	0	0	0	0	0	0	0	1	30625.0	43397.164	329934.06	0
5296	46496.0	-3.518382317643523	-1.450196452333417	37287.0	0	0	0	0	0	0	0	0	0	1	30625.0	43631.164	329934.06	0
5330	50721.0	-5.519320575823731	-3.4365352235846207	41523.0	0	0	0	0	0	0	0	0	0	1	30625.0	43873.164	329934.06	0
5346	53685.0	-6.183159916104039	-3.8959181740384	44478.0	0	0	0	0	0	0	0	0	0	1	30625.0	44648.164	329934.06	0
5360	53450.0	-6.700172117980793	-4.367733640938037	44271.0	0	0	0	0	0	0	0	0	0	1	30625.0	44863.164	329934.06	0
5411	61662.0	-6.2342387828865	-3.806103990753325	52586.0	0	0	0	0	0	0	0	0	0	1	30625.0	45131.164	329934.06	0
5423	56727.0	-3.7697956516990376	-1.6659919430442303	47572.0	0	0	0	0	0	0	0	0	0	1	30625.0	45512.164	329934.06	0
5425	56939.0	-3.918633114535386	-1.6561820172168684	47786.0	0	0	0	0	0	0	0	0	0	1	30625.0	45878.164	329934.06	0
5442	60154.0	-6.579936593842836	-4.2163246318255165	50999.0	0	0	0	0	0	0	0	0	0	1	30625.0	46109.164	329934.06	0
5455	61287.0	-3.4586881939333	-1.2026122085365134	52103.0	0	0	0	0	0	0	0	0	0	1	30625.0	46650.164	329934.06	0
5456	61355.0	-3.449735442871213	-1.3482175037797448	52171.0	0	0	0	0	0	0	0	0	0	1	30625.0	47029.164	329934.06	0
5457	61432.0	-3.8019522155535626	-1.6684133236765786	52249.0	0	0	0	0	0	0	0	0	0	1	30625.0	47165.164	329934.06	0
5461	61546.0	-4.323004460674034	-2.2024305183884922	52362.0	0	0	0	0	0	0	0	0	0	1	30625.0	47297.164	329934.06	0
5473	58368.0	-6.416000402064215	-4.139538583934136	49162.0	0	0	0	0	0	0	0	0	0	1	30625.0	47486.164	329934.06	0
5485	54992.0	-4.7464629230996795	-2.6242470429978084	45857.0	0	0	0	0	0	0	0	0	0	1	30625.0	47751.164	329934.06	0
5496	55154.0	-3.9162169939279727	-1.7217026373115147	46028.0	0	0	0	0	0	0	0	0	0	1	30625.0	48064.164	329934.06	0
5500	55095.0	-3.7076837152931197	-1.5145590929657038	45964.0	0	0	0	0	0	0	0	0	0	1	30625.0	48532.164	329934.06	0
5506	55558.0	-4.672884894764972	-2.4218553459116703	46417.0	0	0	0	0	0	0	0	0	0	1	30625.0	49245.164	329934.06	0
5512	55290.0	-4.809371123197945	-2.6954277771595883	46173.0	0	0	0	0	0	0	0	0	0	1	30625.0	49375.164	329934.06	0
5534	56732.0	-3.2131760894384582	-1.0661626181984585	47587.0	0	0	0	0	0	0	0	0	0	1	30625.0	50357.164	329934.06	0
5554	56674.0	-3.584076703993612	-1.4094354701259093	47523.0	0	0	0	0	0	0	0	0	0	1	30625.0	50955.164	329934.06	0
5555	56609.0	-3.3883854247574203	-1.263229599116135	47460.0	0	0	0	0	0	0	0	0	0	1	30625.0	51622.164	329934.06	0
5567	4307.0	-4.276691514947763	-2.312903685004214	1938.0	0	0	0	0	1	0	0	0	0	0	30625.0	51806.164	329934.06	0
5575	4156.0	-4.087816912208835	-2.0503904195912077	1793.0	0	0	0	0	1	0	0	0	0	0	30625.0	51915.164	329934.06	0
5597	4362.0	-3.732136314592915	-1.6775232759765883	1639.0	0	0	0	0	1	0	0	0	0	0	30625.0	52482.164	329934.06	0
5612	3723.0	-4.335197059715837	-2.173829054415958	1260.0	0	0	0	1	0	0	0	0	0	0	30625.0	52627.164	329934.06	0
5614	3787.0	-3.864194523698081	-1.780214394768687	1420.0	0	0	0	1	0	0	0	0	0	0	30625.0	52991.164	329934.06	0
5619	3950.0	-3.4002323790206224	-1.4549910942371413	1557.0	0	0	0	1	0	0	0	0	0	0	30625.0	54137.164	329934.06	0
5623	3217.0	-3.5215303595177017	-1.337549109050428	801.0	0	0	1	0	0	0	0	0	0	0	30625.0	54748.164	329934.06	0
5627	3603.0	-3.5074960408721587	-1.2644580212329442	692.0	0	1	0	0	0	0	0	0	0	0	30625.0	55273.164	329934.06	0
5643	4047.0	-4.335959106652253	-2.4328691128112085	593.0	0	1	0	0	0	0	0	0	0	0	30625.0	55353.164	329934.06	0
5645	4144.0	-4.8452655149607065	-2.828232177789608	595.0	0	1	0	0	0	0	0	0	0	0	30625.0	55457.164	329934.06	0
5652	3673.0	-4.007683785258278	-1.7243825458336866	114.0	1	0	0	0	0	0	0	0	0	0	30625.0	55841.164	329934.06	0
5667	3688.0	-3.4201621089043877	-1.2580459798057528	592.0	0	1	0	0	0	0	0	0	0	0	30625.0	56422.164	329934.06	0
5670	3595.0	-4.040879122980072	-1.505585002734864	577.0	0	1	0	0	0	0	0	0	0	0	30625.0	56765.164	329934.06	0
5696	4994.0	-4.624560517276363	-2.386514413378102	1431.0	0	0	0	1	0	0	0	0	0	0	30625.0	56938.164	329934.06	0
5709	6372.0	-5.810420711462202	-3.5527421605689526	2823.0	0	0	0	0	0	1	0	0	0	0	30625.0	57119.164	329934.06	0
5722	4699.0	-4.636217004968381	-2.460125747280087	1493.0	0	0	0	1	0	0	0	0	0	0	30625.0	57269.164	329934.06	0
5735	4964.0	-4.5208240226909115	-2.2489824008779298	1977.0	0	0	0	0	1	0	0	0	0	0	30625.0	57456.164	329934.06	0
5749	6280.0	-4.8078596170001	-2.614735017344242	2813.0	0	0	0	0	0	1	0	0	0	0	30625.0	57612.164	329934.06	0
5822	4901.0	-4.454703890855474	-2.5139384420682793	2669.0	0	0	0	0	0	1	0	0	0	0	30625.0	57961.164	329934.06	0
5866	6974.0	-4.277815414387839	-2.2247369966174455	4699.0	0	0	0	0	0	0	1	0	0	0	30625.0	58074.164	329934.06	0
5882	5965.0	-4.068797906555945	-1.8526320051702092	3693.0	0	0	0	0	0	0	1	0	0	0	30625.0	58403.164	329934.06	0
5894	6756.0	-3.637089268272243	-1.5630045886709063	4444.0	0	0	0	0	0	0	1	0	0	0	30625.0	58996.164	329934.06	0
5910	6890.0	-3.981818615803533	-1.8712288975173097	4501.0	0	0	0	0	0	0	1	0	0	0	30625.0	59254.164	329934.06	0
5963	8216.0	-3.3042319424688014	-1.1902885807590111	5898.0	0	0	0	0	0	0	0	1	0	0	30625.0	60554.164	329934.06	0
5967	8437.0	-4.301398987835343	-2.2885617708063704	6117.0	0	0	0	0	0	0	0	1	0	0	30625.0	60657.164	329934.06	0
5981	8570.0	-3.680879176499711	-1.6941074378588499	6085.0	0	0	0	0	0	0	0	1	0	0	30625.0	61045.164	329934.06	0
5985	8246.0	-3.9946250683737006	-1.9672754397920016	5722.0	0	0	0	0	0	0	0	1	0	0	30625.0	61258.164	329934.06	0
5997	8000.0	-4.015485490532757	-1.9436035076474731	5635.0	0	0	0	0	0	0	0	1	0	0	30625.0	61494.164	329934.06	0
6001	7922.0	-3.691994528172482	-1.4933374494839795	5594.0	0	0	0	0	0	0	0	1	0	0	30625.0	61968.164	329934.06	0
6004	7720.0	-4.015317829975566	-1.9489919064398606	5351.0	0	0	0	0	0	0	0	1	0	0	30625.0	62201.164	329934.06	0
6020	7879.0	-4.3413949384104225	-2.110946040286025	5288.0	0	0	0	0	0	0	0	1	0	0	30625.0	62371.164	329934.06	0
6038	8087.0	-5.164650212409419	-2.6318958413707856	5383.0	0	0	0	0	0	0	0	1	0	0	30625.0	62712.164	329934.06	0
6058	7654.0	-4.239999795579113	-2.0726824615780512	5081.0	0	0	0	0	0	0	0	1	0	0	30625.0	62859.164	329934.06	0
6217	8462.0	-5.750093580505479	-3.1705957845697452	4980.0	0	0	0	0	0	0	0	1	0	0	30625.0	64378.164	329934.06	0
6242	10547.0	-5.857250772215914	-3.6732695405619458	7178.0	0	0	0	0	0	0	0	0	1	0	30625.0	64989.164	329934.06	0
6248	9473.0	-6.190575107556094	-3.819507270373885	5954.0	0	0	0	0	0	0	0	1	0	0	30625.0	65224.164	329934.06	0
