BlockID	dist_dtown	lg_den_parc	lg_den_FinSQM2	dist_line	dum_400m	dum_800m	dum_1200m	dum_1600m	dum_2400m	dum_3200m	dum_4800m	dum_6400m	dum_8000m	dum_8000mL	tot_parc	tot_FinSQm2	tot_line_len	Period
663	36748.0	-6.193353390651428	-4.084450253238749	31888.0	0	0	0	0	0	0	0	0	0	1	38240.0	3405.0	384118.53	1
729	33495.0	-6.009964761216392	-3.6297535228727544	27973.0	0	0	0	0	0	0	0	0	0	1	38240.0	3645.0	384118.53	1
763	38725.0	-6.5080215885158985	-4.346653590394119	33355.0	0	0	0	0	0	0	0	0	0	1	38240.0	3790.0	384118.53	1
786	36993.0	-5.898410863466913	-3.7052862781376428	31406.0	0	0	0	0	0	0	0	0	0	1	38240.0	3946.0	384118.53	1
799	35927.0	-5.997626200746519	-3.7908003195297293	30665.0	0	0	0	0	0	0	0	0	0	1	38240.0	4107.0	384118.53	1
857	31318.0	-6.067792601266651	-3.981432750722879	25596.0	0	0	0	0	0	0	0	0	0	1	38240.0	4229.0	384118.53	1
1294	35088.0	-6.0479668471374435	-4.088925476023778	27795.0	0	0	0	0	0	0	0	0	0	1	38240.0	4320.0	384118.53	1
1340	29455.0	-6.063648544646401	-3.899295689645069	22250.0	0	0	0	0	0	0	0	0	0	1	38240.0	4466.0	384118.53	1
1459	23896.0	-4.101093764486804	-2.0255467896888275	20312.0	0	0	0	0	0	0	0	0	0	1	38240.0	4585.0	384118.53	1
1548	23096.0	-5.894582709556215	-3.7302298431600938	19621.0	0	0	0	0	0	0	0	0	0	1	38240.0	4877.0	384118.53	1
1558	21057.0	-6.26035405732792	-4.024825611465934	17563.0	0	0	0	0	0	0	0	0	0	1	38240.0	5049.0	384118.53	1
1573	24019.0	-4.908361687310583	-2.753025633517521	20237.0	0	0	0	0	0	0	0	0	0	1	38240.0	5192.0	384118.53	1
1577	21723.0	-5.737633075550685	-3.297511489063415	15466.0	0	0	0	0	0	0	0	0	0	1	38240.0	5743.0	384118.53	1
1601	20197.0	-5.901873361551125	-3.83929137715245	13375.0	0	0	0	0	0	0	0	0	0	1	38240.0	5974.0	384118.53	1
1611	27509.0	-4.107101393202171	-2.0777176083366107	21875.0	0	0	0	0	0	0	0	0	0	1	38240.0	6509.0	384118.53	1
1614	27189.0	-3.8546703372292606	-1.7085422847533116	21528.0	0	0	0	0	0	0	0	0	0	1	38240.0	6649.0	384118.53	1
1623	26981.0	-4.1356096508707685	-1.8545762675717825	21445.0	0	0	0	0	0	0	0	0	0	1	38240.0	6840.0	384118.53	1
1624	26923.0	-3.6550183062553696	-1.6307379368244874	21374.0	0	0	0	0	0	0	0	0	0	1	38240.0	7263.0	384118.53	1
1629	26858.0	-4.099473466378668	-2.0502554437084863	21345.0	0	0	0	0	0	0	0	0	0	1	38240.0	7375.0	384118.53	1
1632	26778.0	-4.293285180892813	-2.1785074454656788	21185.0	0	0	0	0	0	0	0	0	0	1	38240.0	7896.0	384118.53	1
1634	27151.0	-4.078033673885118	-2.021764228228516	21554.0	0	0	0	0	0	0	0	0	0	1	38240.0	8579.0	384118.53	1
1644	26829.0	-3.977751021429626	-1.7959074508654465	21448.0	0	0	0	0	0	0	0	0	0	1	38240.0	9339.0	384118.53	1
1647	26339.0	-3.602949396438059	-1.4790977482335192	20863.0	0	0	0	0	0	0	0	0	0	1	38240.0	10004.0	384118.53	1
1649	26192.0	-3.459693991620251	-1.1232342418242323	20735.0	0	0	0	0	0	0	0	0	0	1	38240.0	10655.0	384118.53	1
1651	26287.0	-3.746166962392863	-1.5491622220606298	20877.0	0	0	0	0	0	0	0	0	0	1	38240.0	11442.0	384118.53	1
1655	26475.0	-4.325843930442029	-2.3863246616717038	21045.0	0	0	0	0	0	0	0	0	0	1	38240.0	11529.0	384118.53	1
1679	27117.0	-4.051075312124899	-1.9049472845706954	21733.0	0	0	0	0	0	0	0	0	0	1	38240.0	12229.0	384118.53	1
1717	26607.0	-3.723742922635819	-1.5426142103226255	20898.0	0	0	0	0	0	0	0	0	0	1	38240.0	12836.0	384118.53	1
1724	26297.0	-3.7710727667011947	-1.5973039485653324	20611.0	0	0	0	0	0	0	0	0	0	1	38240.0	13582.0	384118.53	1
1726	26143.0	-3.3551747302873527	-1.265269606276144	20433.0	0	0	0	0	0	0	0	0	0	1	38240.0	14689.0	384118.53	1
1729	26933.0	-4.346763605435121	-2.226189684868108	21230.0	0	0	0	0	0	0	0	0	0	1	38240.0	14821.0	384118.53	1
1730	26679.0	-3.837070506672337	-1.683560524690912	20934.0	0	0	0	0	0	0	0	0	0	1	38240.0	15533.0	384118.53	1
1731	26816.0	-3.504579577171325	-1.4290326178154535	21124.0	0	0	0	0	0	0	0	0	0	1	38240.0	16128.0	384118.53	1
1737	26032.0	-4.2952591219966605	-2.064810208689015	20379.0	0	0	0	0	0	0	0	0	0	1	38240.0	16298.0	384118.53	1
1741	25837.0	-3.6001230510860505	-1.4970038177055112	20203.0	0	0	0	0	0	0	0	0	0	1	38240.0	16932.0	384118.53	1
1742	25744.0	-3.7551885683615462	-1.6652834876248956	20119.0	0	0	0	0	0	0	0	0	0	1	38240.0	17301.0	384118.53	1
1743	25670.0	-3.610489836083583	-1.558180710113121	20008.0	0	0	0	0	0	0	0	0	0	1	38240.0	17865.0	384118.53	1
1746	25553.0	-3.9561203874610684	-1.875133335098435	19946.0	0	0	0	0	0	0	0	0	0	1	38240.0	18106.0	384118.53	1
1759	25608.0	-3.6883975860195903	-1.4643827624031336	20065.0	0	0	0	0	0	0	0	0	0	1	38240.0	18776.0	384118.53	1
1765	25927.0	-4.1128897354442895	-2.04285188854146	20387.0	0	0	0	0	0	0	0	0	0	1	38240.0	19011.0	384118.53	1
1767	25692.0	-4.479618502586909	-2.2341058087698746	20108.0	0	0	0	0	0	0	0	0	0	1	38240.0	19363.0	384118.53	1
1792	26596.0	-3.498913308757168	-1.3337113771803104	20925.0	0	0	0	0	0	0	0	0	0	1	38240.0	20533.285	384118.53	1
1851	26773.0	-4.736603624702417	-2.664721634187963	20926.0	0	0	0	0	0	0	0	0	0	1	38240.0	20651.285	384118.53	1
1852	26918.0	-4.325782407177225	-2.170446356378002	21099.0	0	0	0	0	0	0	0	0	0	1	38240.0	20794.285	384118.53	1
1860	26352.0	-4.192734672263393	-2.1320368271988808	20582.0	0	0	0	0	0	0	0	0	0	1	38240.0	20909.285	384118.53	1
1868	25815.0	-3.9550379938607594	-1.6496866010004831	20053.0	0	0	0	0	0	0	0	0	0	1	38240.0	21313.285	384118.53	1
1869	25886.0	-3.9775635805938396	-1.8636202347502793	20159.0	0	0	0	0	0	0	0	0	0	1	38240.0	21573.285	384118.53	1
1898	24866.0	-4.886298908881512	-2.922511102684261	19216.0	0	0	0	0	0	0	0	0	0	1	38240.0	21665.285	384118.53	1
2004	23318.0	-4.655167260046482	-2.318707512374985	17078.0	0	0	0	0	0	0	0	0	0	1	38240.0	21882.285	384118.53	1
2921	23586.0	-5.92798339803895	-4.008905288024124	16318.0	0	0	0	0	0	0	0	0	0	1	38240.0	21965.285	384118.53	1
2923	24055.0	-6.182341876326905	-3.9319218735959103	16827.0	0	0	0	0	0	0	0	0	0	1	38240.0	22143.285	384118.53	1
3294	13311.0	-5.326458771802715	-3.313621537338948	6480.0	0	0	0	0	0	0	0	0	1	0	38240.0	22246.285	384118.53	1
3734	8782.0	-4.294400098020271	-2.3913100985801843	1644.0	0	0	0	0	1	0	0	0	0	0	38240.0	22326.285	384118.53	1
3805	8397.0	-4.809047676497209	-2.6049277040199805	1120.0	0	0	1	0	0	0	0	0	0	0	38240.0	22486.285	384118.53	1
3827	8875.0	-4.311584349966063	-2.392506268122078	1974.0	0	0	0	0	1	0	0	0	0	0	38240.0	22569.285	384118.53	1
3922	7888.0	-4.3151723543145115	-2.1508195110514485	1123.0	0	0	1	0	0	0	0	0	0	0	38240.0	22715.285	384118.53	1
3977	7014.0	-4.6153713180381715	-2.734557724042506	339.0	1	0	0	0	0	0	0	0	0	0	38240.0	22791.285	384118.53	1
4027	45086.0	-4.345941974465287	-2.164098358855933	22556.0	0	0	0	0	0	0	0	0	0	1	38240.0	23247.285	384118.53	1
4029	46553.0	-6.342451504694505	-4.14793714086064	23072.0	0	0	0	0	0	0	0	0	0	1	38240.0	23560.285	384118.53	1
4030	47980.0	-6.01790126417647	-3.6422376432832086	24267.0	0	0	0	0	0	0	0	0	0	1	38240.0	24035.285	384118.53	1
4033	49050.0	-5.316691466795151	-3.3123701043647755	25336.0	0	0	0	0	0	0	0	0	0	1	38240.0	24136.285	384118.53	1
4036	49297.0	-5.689316833630541	-3.466600396313639	25277.0	0	0	0	0	0	0	0	0	0	1	38240.0	24303.285	384118.53	1
4045	42443.0	-6.401199628562184	-3.9255284580188725	18253.0	0	0	0	0	0	0	0	0	0	1	38240.0	24901.285	384118.53	1
4046	44774.0	-6.113985614294939	-3.850349526291848	20647.0	0	0	0	0	0	0	0	0	0	1	38240.0	25268.285	384118.53	1
4063	44890.0	-4.147351635742997	-1.981514017109324	22542.0	0	0	0	0	0	0	0	0	0	1	38240.0	25561.285	384118.53	1
4067	45303.0	-3.443888533556316	-1.1732097104071175	22941.0	0	0	0	0	0	0	0	0	0	1	38240.0	25934.285	384118.53	1
4114	45366.0	-4.172135706407364	-1.948120888444836	23126.0	0	0	0	0	0	0	0	0	0	1	38240.0	26269.285	384118.53	1
4118	45771.0	-4.221622859572057	-2.164718015161604	23528.0	0	0	0	0	0	0	0	0	0	1	38240.0	26383.285	384118.53	1
4131	45705.0	-3.3989232946121657	-1.1792514430832302	23356.0	0	0	0	0	0	0	0	0	0	1	38240.0	27378.285	384118.53	1
4135	45911.0	-3.902546801976854	-1.849468342853286	23458.0	0	0	0	0	0	0	0	0	0	1	38240.0	27604.285	384118.53	1
4177	51185.0	-6.185573889674161	-4.113691866330916	28011.0	0	0	0	0	0	0	0	0	0	1	38240.0	27722.285	384118.53	1
4182	50330.0	-5.503271668031248	-3.170833194945205	26941.0	0	0	0	0	0	0	0	0	0	1	38240.0	27937.285	384118.53	1
4192	54959.0	-5.740892201614685	-3.3446928572487264	31619.0	0	0	0	0	0	0	0	0	0	1	38240.0	28186.285	384118.53	1
4207	58227.0	-6.20528150831722	-3.9086163432586383	34956.0	0	0	0	0	0	0	0	0	0	1	38240.0	28384.285	384118.53	1
4243	49514.0	-3.939144705215346	-1.800841989569745	25336.0	0	0	0	0	0	0	0	0	0	1	38240.0	28659.285	384118.53	1
4258	49747.0	-3.4652712821906797	-1.3471719738376513	25495.0	0	0	0	0	0	0	0	0	0	1	38240.0	29184.285	384118.53	1
4266	49786.0	-3.4998244992901997	-1.3179809218596061	25466.0	0	0	0	0	0	0	0	0	0	1	38240.0	29336.285	384118.53	1
4302	57371.0	-5.886919716393444	-3.4382134142294096	33073.0	0	0	0	0	0	0	0	0	0	1	38240.0	29898.285	384118.53	1
4314	60395.0	-6.400074599331213	-4.292864629683345	35737.0	0	0	0	0	0	0	0	0	0	1	38240.0	30026.285	384118.53	1
4330	43420.0	-5.588216243981786	-3.400695492835749	18973.0	0	0	0	0	0	0	0	0	0	1	38240.0	30334.285	384118.53	1
4371	43211.0	-3.9811387735464443	-1.788014173640387	18538.0	0	0	0	0	0	0	0	0	0	1	38240.0	30490.285	384118.53	1
4373	43127.0	-3.8601882289628118	-1.8348823654264517	18452.0	0	0	0	0	0	0	0	0	0	1	38240.0	30702.285	384118.53	1
4375	42898.0	-3.8981215926994097	-1.8873977148727346	18222.0	0	0	0	0	0	0	0	0	0	1	38240.0	30907.285	384118.53	1
4436	42812.0	-3.9634336433107817	-1.7787422179989099	18136.0	0	0	0	0	0	0	0	0	0	1	38240.0	31213.285	384118.53	1
4438	42589.0	-4.295940764496514	-2.097283679518734	17914.0	0	0	0	0	0	0	0	0	0	1	38240.0	31371.285	384118.53	1
4440	42938.0	-3.864795756534709	-1.785614525917548	18263.0	0	0	0	0	0	0	0	0	0	1	38240.0	32571.285	384118.53	1
4441	43058.0	-3.855216179319331	-1.7796692259176505	18386.0	0	0	0	0	0	0	0	0	0	1	38240.0	32690.285	384118.53	1
4449	48004.0	-6.685985861219148	-4.450457429634627	23453.0	0	0	0	0	0	0	0	0	0	1	38240.0	33206.285	384118.53	1
4481	49943.0	-5.901423976043098	-3.746087956188161	25285.0	0	0	0	0	0	0	0	0	0	1	38240.0	33349.285	384118.53	1
4487	47330.0	-6.291808929819635	-4.0863338863026275	22749.0	0	0	0	0	0	0	0	0	0	1	38240.0	33670.285	384118.53	1
4537	33502.0	-3.764848370180634	-1.7195253877496057	9019.0	0	0	0	0	0	0	0	0	0	1	38240.0	33892.285	384118.53	1
4608	36562.0	-6.0825609993674234	-3.7401383196308746	12260.0	0	0	0	0	0	0	0	0	0	1	38240.0	34112.285	384118.53	1
4708	29453.0	-3.9089137470738864	-2.057655373095128	5042.0	0	0	0	0	0	0	0	1	0	0	38240.0	34183.285	384118.53	1
4725	28651.0	-6.164649931083869	-3.899832090824723	4480.0	0	0	0	0	0	0	1	0	0	0	38240.0	34367.285	384118.53	1
4736	29138.0	-4.602548292937691	-1.8848777839963595	4462.0	0	0	0	0	0	0	1	0	0	0	38240.0	34889.285	384118.53	1
4746	23945.0	-4.896173347696325	-2.7723216962067454	1368.0	0	0	0	1	0	0	0	0	0	0	38240.0	35022.285	384118.53	1
4752	23642.0	-5.3989672062878125	-3.015151843988492	2029.0	0	0	0	0	1	0	0	0	0	0	38240.0	35506.285	384118.53	1
4769	23904.0	-3.5393270779738364	-1.4253836980655412	4658.0	0	0	0	0	0	0	1	0	0	0	38240.0	36026.285	384118.53	1
4773	23771.0	-5.627734047837864	-3.4171480070379747	3793.0	0	0	0	0	0	0	1	0	0	0	38240.0	36838.285	384118.53	1
4893	32386.0	-5.471472128642535	-3.2953808610094066	10920.0	0	0	0	0	0	0	0	0	0	1	38240.0	36988.285	384118.53	1
4903	32316.0	-5.794605146584475	-3.6642713719358637	9813.0	0	0	0	0	0	0	0	0	0	1	38240.0	37123.285	384118.53	1
4963	34167.0	-3.8698181845707285	-1.7492442930992882	13718.0	0	0	0	0	0	0	0	0	0	1	38240.0	37387.285	384118.53	1
4965	33960.0	-4.002490033571042	-1.97718417310337	13612.0	0	0	0	0	0	0	0	0	0	1	38240.0	37599.285	384118.53	1
4966	33862.0	-3.3444577808435376	-1.2227885192294525	13545.0	0	0	0	0	0	0	0	0	0	1	38240.0	38393.285	384118.53	1
4992	32723.0	-4.111900721337328	-2.1496892796992264	12609.0	0	0	0	0	0	0	0	0	0	1	38240.0	38668.285	384118.53	1
4993	32744.0	-5.234761456385544	-3.201337688339678	12964.0	0	0	0	0	0	0	0	0	0	1	38240.0	39100.285	384118.53	1
4997	33432.0	-3.551663422173152	-1.4453025339818535	13184.0	0	0	0	0	0	0	0	0	0	1	38240.0	39611.285	384118.53	1
4998	33478.0	-3.4459542892361137	-1.3395933813272287	13277.0	0	0	0	0	0	0	0	0	0	1	38240.0	40122.285	384118.53	1
5005	33437.0	-3.8250039339086888	-1.5945550165058022	13029.0	0	0	0	0	0	0	0	0	0	1	38240.0	40462.285	384118.53	1
5006	33337.0	-4.085361931539443	-1.6335755015874436	12980.0	0	0	0	0	0	0	0	0	0	1	38240.0	40745.285	384118.53	1
5020	33557.0	-3.9684128980015396	-1.9771868211097627	13401.0	0	0	0	0	0	0	0	0	0	1	38240.0	40941.285	384118.53	1
5069	34234.0	-4.697482156604553	-2.629296318072921	13594.0	0	0	0	0	0	0	0	0	0	1	38240.0	41058.285	384118.53	1
5075	33652.0	-3.23979980497325	-1.0042713733831725	13120.0	0	0	0	0	0	0	0	0	0	1	38240.0	41402.285	384118.53	1
5084	35268.0	-5.970627644544092	-3.833907084124143	15015.0	0	0	0	0	0	0	0	0	0	1	38240.0	41676.285	384118.53	1
5088	36467.0	-3.7260748571586295	-1.3956610860097978	15793.0	0	0	0	0	0	0	0	0	0	1	38240.0	41890.285	384118.53	1
5091	37227.0	-4.232732999209422	-2.1281970933052463	16575.0	0	0	0	0	0	0	0	0	0	1	38240.0	43671.285	384118.53	1
5096	36532.0	-3.419666680600077	-1.39847736317998	16006.0	0	0	0	0	0	0	0	0	0	1	38240.0	44091.285	384118.53	1
5108	39611.0	-6.05999445909247	-3.6945064986359317	19049.0	0	0	0	0	0	0	0	0	0	1	38240.0	44323.285	384118.53	1
5142	40076.0	-6.23247339274348	-4.102139591142225	18177.0	0	0	0	0	0	0	0	0	0	1	38240.0	44458.285	384118.53	1
5143	41272.0	-6.5672299268695715	-4.326680695347788	18982.0	0	0	0	0	0	0	0	0	0	1	38240.0	44632.285	384118.53	1
5159	41755.0	-6.1920991863896635	-4.095189154939739	20639.0	0	0	0	0	0	0	0	0	0	1	38240.0	44757.285	384118.53	1
5161	40262.0	-6.207548204237166	-4.141222262642816	18991.0	0	0	0	0	0	0	0	0	0	1	38240.0	44990.285	384118.53	1
5204	44169.0	-5.984430332379582	-3.798321945428907	20243.0	0	0	0	0	0	0	0	0	0	1	38240.0	45297.285	384118.53	1
5209	40523.0	-6.675708156264756	-4.571904435769415	17335.0	0	0	0	0	0	0	0	0	0	1	38240.0	45424.285	384118.53	1
5228	44991.0	-5.170320389286108	-3.211278993752585	21258.0	0	0	0	0	0	0	0	0	0	1	38240.0	45515.285	384118.53	1
5255	49190.0	-5.730273422229172	-3.4424716701434646	24804.0	0	0	0	0	0	0	0	0	0	1	38240.0	45709.285	384118.53	1
5263	46057.0	-3.651859265316023	-1.5312853315328372	22236.0	0	0	0	0	0	0	0	0	0	1	38240.0	45841.285	384118.53	1
5296	46496.0	-3.3422910585878416	-1.091871057840676	22703.0	0	0	0	0	0	0	0	0	0	1	38240.0	46375.285	384118.53	1
5330	50721.0	-5.519320575823731	-3.4365352235846207	26533.0	0	0	0	0	0	0	0	0	0	1	38240.0	46617.285	384118.53	1
5346	53685.0	-6.183159916104039	-3.8959181740384	29637.0	0	0	0	0	0	0	0	0	0	1	38240.0	47392.285	384118.53	1
5360	53450.0	-6.700172117980793	-4.367733640938037	30255.0	0	0	0	0	0	0	0	0	0	1	38240.0	47607.285	384118.53	1
5411	61662.0	-6.2342387828865	-3.806103990753325	37003.0	0	0	0	0	0	0	0	0	0	1	38240.0	47875.285	384118.53	1
5423	56727.0	-3.7697956516990376	-1.6659919430442303	32215.0	0	0	0	0	0	0	0	0	0	1	38240.0	48256.285	384118.53	1
5425	56939.0	-3.918633114535386	-1.6561820172168684	32420.0	0	0	0	0	0	0	0	0	0	1	38240.0	48622.285	384118.53	1
5442	60154.0	-6.278906598178855	-3.934514339780359	35634.0	0	0	0	0	0	0	0	0	0	1	38240.0	49064.285	384118.53	1
5455	61287.0	-3.333749457325	-1.0707054924561115	36901.0	0	0	0	0	0	0	0	0	0	1	38240.0	49797.285	384118.53	1
5456	61355.0	-3.449735442871213	-1.3482175037797448	36964.0	0	0	0	0	0	0	0	0	0	1	38240.0	50176.285	384118.53	1
5457	61432.0	-3.8019522155535626	-1.6684133236765786	37038.0	0	0	0	0	0	0	0	0	0	1	38240.0	50312.285	384118.53	1
5461	61546.0	-4.021974465010053	-1.906363954481928	37154.0	0	0	0	0	0	0	0	0	0	1	38240.0	50573.285	384118.53	1
5473	58368.0	-6.416000402064215	-4.139538583934136	34256.0	0	0	0	0	0	0	0	0	0	1	38240.0	50762.285	384118.53	1
5485	54992.0	-4.7464629230996795	-2.6242470429978084	30425.0	0	0	0	0	0	0	0	0	0	1	38240.0	51027.285	384118.53	1
5496	55154.0	-3.9162169939279727	-1.7217026373115147	30567.0	0	0	0	0	0	0	0	0	0	1	38240.0	51340.285	384118.53	1
5500	55095.0	-3.58274497868482	-1.4296926708116218	30516.0	0	0	0	0	0	0	0	0	0	1	38240.0	51909.285	384118.53	1
5506	55558.0	-4.672884894764972	-2.4218553459116703	31003.0	0	0	0	0	0	0	0	0	0	1	38240.0	52622.285	384118.53	1
5512	55290.0	-4.809371123197945	-2.6954277771595883	30684.0	0	0	0	0	0	0	0	0	0	1	38240.0	52752.285	384118.53	1
5534	56732.0	-3.2131760894384582	-1.0661626181984585	32185.0	0	0	0	0	0	0	0	0	0	1	38240.0	53734.285	384118.53	1
5554	56674.0	-3.584076703993612	-1.4094354701259093	32147.0	0	0	0	0	0	0	0	0	0	1	38240.0	54332.285	384118.53	1
5555	56609.0	-3.3092041787097957	-1.1193397209227363	32075.0	0	0	0	0	0	0	0	0	0	1	38240.0	55261.285	384118.53	1
5567	4307.0	-4.276691514947763	-2.312903685004214	1938.0	0	0	0	0	1	0	0	0	0	0	38240.0	55445.285	384118.53	1
5575	4156.0	-3.786786916544854	-1.8136590407244788	1793.0	0	0	0	0	1	0	0	0	0	0	38240.0	55633.285	384118.53	1
5597	4362.0	-3.6529550685452903	-1.6069804934495955	1639.0	0	0	0	0	1	0	0	0	0	0	38240.0	56300.285	384118.53	1
5612	3723.0	-4.335197059715837	-2.173829054415958	1260.0	0	0	0	1	0	0	0	0	0	0	38240.0	56445.285	384118.53	1
5614	3787.0	-3.864194523698081	-1.780214394768687	1420.0	0	0	0	1	0	0	0	0	0	0	38240.0	56809.285	384118.53	1
5619	3950.0	-3.4002323790206224	-1.4549910942371413	1557.0	0	0	0	1	0	0	0	0	0	0	38240.0	57955.285	384118.53	1
5623	3217.0	-3.5215303595177017	-1.337549109050428	801.0	0	0	1	0	0	0	0	0	0	0	38240.0	58566.285	384118.53	1
5627	3603.0	-3.5074960408721587	-1.2644580212329442	692.0	0	1	0	0	0	0	0	0	0	0	38240.0	59091.285	384118.53	1
5643	4047.0	-4.335959106652253	-2.4328691128112085	593.0	0	1	0	0	0	0	0	0	0	0	38240.0	59171.285	384118.53	1
5645	4144.0	-4.8452655149607065	-2.828232177789608	595.0	0	1	0	0	0	0	0	0	0	0	38240.0	59275.285	384118.53	1
5652	3673.0	-4.007683785258278	-1.7243825458336866	114.0	1	0	0	0	0	0	0	0	0	0	38240.0	59659.285	384118.53	1
5667	3688.0	-3.4201621089043877	-1.2580459798057528	592.0	0	1	0	0	0	0	0	0	0	0	38240.0	60240.285	384118.53	1
5670	3595.0	-4.040879122980072	-1.505585002734864	577.0	0	1	0	0	0	0	0	0	0	0	38240.0	60583.285	384118.53	1
5696	4994.0	-4.624560517276363	-2.386514413378102	1431.0	0	0	0	1	0	0	0	0	0	0	38240.0	60756.285	384118.53	1
5709	6372.0	-5.810420711462202	-3.5527421605689526	2823.0	0	0	0	0	0	1	0	0	0	0	38240.0	60937.285	384118.53	1
5722	4699.0	-4.636217004968381	-2.460125747280087	1493.0	0	0	0	1	0	0	0	0	0	0	38240.0	61087.285	384118.53	1
5735	4964.0	-4.5208240226909115	-2.2489824008779298	1977.0	0	0	0	0	1	0	0	0	0	0	38240.0	61274.285	384118.53	1
5749	6280.0	-4.8078596170001	-2.614735017344242	2813.0	0	0	0	0	0	1	0	0	0	0	38240.0	61430.285	384118.53	1
5822	4901.0	-4.357793859841786	-2.3893109047051477	2669.0	0	0	0	0	0	1	0	0	0	0	38240.0	61895.285	384118.53	1
5866	6974.0	-4.277815414387839	-2.2247369966174455	4699.0	0	0	0	0	0	0	1	0	0	0	38240.0	62008.285	384118.53	1
5882	5965.0	-4.068797906555945	-1.8526320051702092	3693.0	0	0	0	0	0	0	1	0	0	0	38240.0	62337.285	384118.53	1
5894	6756.0	-3.637089268272243	-1.5630045886709063	4444.0	0	0	0	0	0	0	1	0	0	0	38240.0	62930.285	384118.53	1
5910	6890.0	-3.981818615803533	-1.8712288975173097	4501.0	0	0	0	0	0	0	1	0	0	0	38240.0	63188.285	384118.53	1
5963	8216.0	-3.225050704909954	-1.1125015667931732	5898.0	0	0	0	0	0	0	0	1	0	0	38240.0	64743.285	384118.53	1
5967	8437.0	-4.301398987835343	-2.2885617708063704	6117.0	0	0	0	0	0	0	0	1	0	0	38240.0	64846.285	384118.53	1
5981	8570.0	-3.5839691756155907	-1.5980938147000754	6085.0	0	0	0	0	0	0	0	1	0	0	38240.0	65330.285	384118.53	1
5985	8246.0	-3.9946250683737006	-1.9672754397920016	5722.0	0	0	0	0	0	0	0	1	0	0	38240.0	65543.28	384118.53	1
5997	8000.0	-3.8393942314770753	-1.7761860336770066	5635.0	0	0	0	0	0	0	0	1	0	0	38240.0	65890.28	384118.53	1
6001	7922.0	-3.691994528172482	-1.4933374494839795	5594.0	0	0	0	0	0	0	0	1	0	0	38240.0	66364.28	384118.53	1
6004	7720.0	-4.015317829975566	-1.9489919064398606	5351.0	0	0	0	0	0	0	0	1	0	0	38240.0	66597.28	384118.53	1
6020	7879.0	-4.3413949384104225	-2.110946040286025	5288.0	0	0	0	0	0	0	0	1	0	0	38240.0	66767.28	384118.53	1
6038	8087.0	-4.863620216745438	-2.4630822260914917	5383.0	0	0	0	0	0	0	0	1	0	0	38240.0	67270.28	384118.53	1
6058	7654.0	-3.938969799915132	-1.883973931128781	5081.0	0	0	0	0	0	0	0	1	0	0	38240.0	67497.28	384118.53	1
6217	8462.0	-5.750093580505479	-3.1705957845697452	4980.0	0	0	0	0	0	0	0	1	0	0	38240.0	69016.28	384118.53	1
6242	10547.0	-5.857250772215914	-3.6732695405619458	7178.0	0	0	0	0	0	0	0	0	1	0	38240.0	69627.28	384118.53	1
6248	9473.0	-6.190575107556094	-3.819507270373885	5954.0	0	0	0	0	0	0	0	1	0	0	38240.0	69862.28	384118.53	1
6257	12280.0	-5.845060824911021	-3.6989327931823306	8774.0	0	0	0	0	0	0	0	0	0	1	38240.0	70142.28	384118.53	1
6261	13493.0	-5.141971549694199	-2.9026720585712047	10107.0	0	0	0	0	0	0	0	0	0	1	38240.0	70489.28	384118.53	1
6276	13905.0	-6.1474518617514216	-3.8551958031297646	10642.0	0	0	0	0	0	0	0	0	0	1	38240.0	70685.28	384118.53	1
6293	11826.0	-3.9145018219994183	-1.5113812932328012	9235.0	0	0	0	0	0	0	0	0	0	1	38240.0	70938.28	384118.53	1
6403	14094.0	-4.747691426437235	-2.358525306722177	11195.0	0	0	0	0	0	0	0	0	0	1	38240.0	71183.28	384118.53	1
6475	15542.0	-6.3981577030003045	-4.141680524810307	12125.0	0	0	0	0	0	0	0	0	0	1	38240.0	71544.28	384118.53	1
6492	14346.0	-5.6351885725929725	-3.3751171972562934	10254.0	0	0	0	0	0	0	0	0	0	1	38240.0	71908.28	384118.53	1
6587	5649.0	-4.219820209886878	-2.018423090511683	2222.0	0	0	0	0	1	0	0	0	0	0	38240.0	72067.28	384118.53	1
6620	4243.0	-4.392063503325736	-2.0476712592633497	1144.0	0	0	1	0	0	0	0	0	0	0	38240.0	72288.28	384118.53	1
7250	15720.0	-6.393390382585833	-4.253511311674327	7724.0	0	0	0	0	0	0	0	0	1	0	38240.0	72426.28	384118.53	1
7259	10869.0	-6.4367351188886825	-4.368549269543393	6612.0	0	0	0	0	0	0	0	0	1	0	38240.0	72543.28	384118.53	1
7280	12448.0	-5.42742281027017	-2.8568798791952332	6266.0	0	0	0	0	0	0	0	1	0	0	38240.0	72915.28	384118.53	1
7286	11812.0	-5.730846862584914	-3.338149890394967	7520.0	0	0	0	0	0	0	0	0	1	0	38240.0	73162.28	384118.53	1
7309	15727.0	-6.286136268372879	-3.763040417602945	10070.0	0	0	0	0	0	0	0	0	0	1	38240.0	73829.28	384118.53	1
7998	36579.0	-5.915490575442985	-3.76936256763419	28712.0	0	0	0	0	0	0	0	0	0	1	38240.0	73969.28	384118.53	1
8120	33426.0	-5.0784423094884685	-2.8716164593198985	27222.0	0	0	0	0	0	0	0	0	0	1	38240.0	74130.28	384118.53	1
8143	35197.0	-3.8995469073030784	-1.6652828139193954	28763.0	0	0	0	0	0	0	0	0	0	1	38240.0	74473.28	384118.53	1
