tractID	dist_dtown	den_parc	den_FinSQM2	den_line	lg_den_parc	lg_den_FinSQM2	dist_line	tot_parc	tot_FinSQM2	tot_line_len	Period
191	3982.0	2.1059299E-4	0.03424242	0.0015693512	-3.6765560915649176	-1.4654355325890092	190	30625.0	907101.7	281973.1	0
194	8739.0	1.8394165E-5	0.0034305116	2.980927E-4	-4.735319928567487	-2.464641111651133	3059	30625.0	915307.7	281973.1	0
195	7857.0	1.5272259E-5	0.0036195253	2.1897792E-4	-4.816096728542801	-2.4413483775128477	1534	30625.0	921232.7	281973.1	0
201	3230.0	6.26028E-5	0.009369552	0.0	-4.203406257883005	-2.0282811678895634	479	30625.0	927818.0	281973.1	0
204	5016.0	5.6382567E-5	0.007904836	0.0010122156	-4.248855155486143	-2.1021071371385274	1365	30625.0	934267.2	281973.1	0
206	4808.0	1.4925958E-5	0.0018979711	0.0	-4.826057794739274	-2.721710394285605	2238	30625.0	939989.4	281973.1	0
208	4816.0	1.1766398E-4	0.013269882	0.0	-3.9293564729501065	-1.877132948236495	523	30625.0	948109.4	281973.1	0
211	7068.0	2.0949483E-6	2.555837E-4	5.2081724E-4	-5.678826693175187	-3.592466850136942	1365	30625.0	948597.4	281973.1	0
212	3338.0	4.3220725E-4	0.058951523	0.0010555482	-3.3643079532790425	-1.2295049693771276	1478	30625.0	1004519.94	281973.1	0
234	4986.0	4.4660443E-5	0.005426244	0.0	-4.350076976711136	-2.2655006910608257	827	30625.0	1009258.44	281973.1	0
239	7738.0	1.2541481E-6	1.1726285E-4	8.630921E-6	-5.901651189282208	-3.930839565146603	1057	30625.0	1009445.44	281973.1	0
240	3281.0	2.9314103E-4	0.04724456	0.0012778789	-3.5329233946433773	-1.3256481915889005	374	30625.0	1037004.94	281973.1	0
243	6258.0	3.5835907E-5	0.0037806884	0.0012284038	-4.445681603976585	-2.422429116134543	621	30625.0	1040697.44	281973.1	0
246	6953.0	2.4153796E-6	2.5747946E-4	3.359392E-4	-5.617014598772444	-3.5892574045134875	3064	30625.0	1041230.44	281973.1	0
248	5857.0	1.4233741E-5	0.0019942222	0.0012244959	-4.846680933627462	-2.7002264600072436	1948	30625.0	1044032.56	281973.1	0
255	7210.0	7.489248E-6	0.00100824	0.0	-5.125561775192703	-2.996436059351881	1036	30625.0	1046186.56	281973.1	0
257	10477.0	3.1100233E-6	3.5480183E-4	0.0	-5.50723636120555	-3.45001415065373	8001	30625.0	1047555.56	281973.1	0
258	5802.0	2.6194632E-5	0.0026805839	0.0	-4.581787705514105	-2.5717706021440785	2282	30625.0	1049704.5	281973.1	0
263	6355.0	1.6010049E-4	0.02076145	6.1743887E-4	-3.795607334859377	-1.6827423024689563	645	30625.0	1069934.2	281973.1	0
268	7670.0	4.249334E-6	5.7450996E-4	5.0715206E-4	-5.371679145103194	-3.2407024358970005	336	30625.0	1070610.2	281973.1	0
274	8576.0	3.347208E-5	0.004342425	0.0	-4.475317312918994	-2.3622676588186966	6290	30625.0	1085659.2	281973.1	0
275	3195.0	8.556382E-5	0.012549004	5.659942E-4	-4.067709829989712	-1.9013907565898223	858	30625.0	1097685.6	281973.1	0
276	3120.0	1.3653879E-4	0.038386904	0.0028356072	-3.8647439595579796	-1.4158169167661503	234	30625.0	1128049.0	281973.1	0
281	6364.0	2.572681E-5	0.0051217787	0.0012770788	-4.58961407223674	-2.2905791905777835	278	30625.0	1132827.0	281973.1	0
282	1961.0	1.5100675E-4	0.023916278	0.0011278694	-3.8210036327691936	-1.6213064064090652	730	30625.0	1173055.2	281973.1	0
284	4470.0	1.2948336E-4	0.01699469	0.0012344868	-3.8877860270586773	-1.7696867396170735	615	30625.0	1184211.5	281973.1	0
290	4537.0	4.3660497E-5	0.00613848	0.0014442743	-4.359911326039403	-2.211939168764065	145	30625.0	1190819.5	281973.1	0
303	5319.0	2.517956E-5	0.0053299735	7.308637E-4	-4.598951847585907	-2.273274947782608	21	30625.0	1196746.5	281973.1	0
305	2788.0	2.1953616E-4	0.032629374	0.0014190029	-3.6584939376387364	-1.4863912526251146	1142	30625.0	1227364.0	281973.1	0
311	3162.0	2.340078E-4	0.027599322	0.0019234177	-3.6307696546852815	-1.5591015916666562	66	30625.0	1267464.2	281973.1	0
314	4283.0	8.17022E-5	0.010183426	0.0	-4.087766243790783	-1.9921061043478414	1204	30625.0	1280302.2	281973.1	0
316	25913.0	8.166242E-5	0.011524447	0.0	-4.0879777365637775	-1.9383798959949676	20306	30625.0	1307256.8	281973.1	0
317	2788.0	1.168369E-4	0.013772149	0.0013870527	-3.932419981667304	-1.8609982987227098	9	30625.0	1321048.1	281973.1	0
322	6899.0	1.9457206E-4	0.036602765	0.0014092573	-3.710919527948394	-1.4364861026219438	1109	30625.0	1356790.8	281973.1	0
341	1680.0	2.48613E-4	0.040026695	0.0017126587	-3.6044761472336027	-1.3976502730964335	57	30625.0	1381262.8	281973.1	0
342	5730.0	9.452857E-5	0.01686537	0.0015719323	-4.024436903042264	-1.773004106149315	10	30625.0	1396428.1	281973.1	0
343	7386.0	1.1070942E-5	0.0014129801	7.189101E-4	-4.955815440861028	-2.8498639416609457	3460	30625.0	1399874.1	281973.1	0
348	3111.0	4.3750022E-4	0.065581284	9.903882E-4	-3.3590217270023603	-1.1832200815686604	294	30625.0	1439597.6	281973.1	0
351	5863.0	1.0721643E-5	0.0013425029	0.0	-4.96973866306109	-2.8720847712761084	1477	30625.0	1441350.6	281973.1	0
352	5754.0	1.8350496E-5	0.0020072618	4.6768747E-4	-4.736352186736128	-2.6973959695323604	214	30625.0	1448788.8	281973.1	0
354	3368.0	3.2350945E-5	0.0054457416	9.300463E-4	-4.490113031086033	-2.263942971128032	168	30625.0	1460235.4	281973.1	0
360	7601.0	5.10483E-6	3.9307194E-4	1.2476053E-4	-5.292018711697533	-3.4055279583885234	1992	30625.0	1461005.4	281973.1	0
366	2347.0	2.286322E-4	0.025072444	9.5022836E-4	-3.640862608778918	-1.600803326033961	313	30625.0	1489956.4	281973.1	0
368	1955.0	2.49527E-4	0.028828982	0.0014225008	-3.6028824768564705	-1.540170689037942	80	30625.0	1536747.9	281973.1	0
372	3164.0	3.5433736E-4	0.04310261	0.0011426092	-3.450583054289406	-1.365496422504238	361	30625.0	1575552.0	281973.1	0
374	2318.0	4.1596006E-4	0.05577433	0.0013514607	-3.3809483627507966	-1.2535656295503175	924	30625.0	1629588.6	281973.1	0
375	8208.0	2.658446E-6	5.370061E-4	0.0	-5.575372162685457	-3.270020759771843	1582	30625.0	1630598.6	281973.1	0
383	5699.0	1.8584631E-5	0.0021121434	1.8748362E-4	-4.730846054951014	-2.675276591270865	692	30625.0	1632871.6	281973.1	0
390	7709.0	1.2905953E-5	0.0018907221	2.3918494E-7	-4.8892099327769305	-2.7233723040130804	4030	30625.0	1636387.6	281973.1	0
399	7606.0	1.1568043E-5	0.0019260792	0.0	-4.936740098513778	-2.7153258678490255	1969	30625.0	1640050.6	281973.1	0
402	5071.0	2.2609263E-5	0.0030371777	0.0	-4.645713586615623	-2.517529793980365	1297	30625.0	1644752.2	281973.1	0
405	2866.0	4.5902675E-4	0.059270285	0.0010685858	-3.338162005943669	-1.2271629839469909	787	30625.0	1702857.0	281973.1	0
406	3586.0	3.0154688E-4	0.056188233	0.001640626	-3.5206451565753802	-1.2503546238042307	294	30625.0	1729130.0	281973.1	0
410	3697.0	3.2216805E-4	0.046809122	0.0012479343	-3.4919175279777446	-1.3296695051818996	456	30625.0	1758334.1	281973.1	0
415	6333.0	2.1337964E-5	0.0031339712	0.0	-4.670847013238979	-2.503904992738965	4060	30625.0	1767587.1	281973.1	0
416	6440.0	3.5475892E-5	0.0062844665	4.628129E-4	-4.4500666732288865	-2.201731585929143	2074	30625.0	1779987.5	281973.1	0
417	4952.0	2.5851713E-4	0.034653608	0.0011866308	-3.587510671741062	-1.4602515446909683	395	30625.0	1802373.5	281973.1	0
418	4776.0	9.213342E-5	0.01455708	6.292363E-4	-4.035582801475932	-1.8369257210336145	1531	30625.0	1824019.5	281973.1	0
423	4213.0	1.7084116E-4	0.028558949	0.003970293	-3.767407492850262	-1.5442577789746816	444	30625.0	1837727.1	281973.1	0
424	3595.0	2.4536625E-4	0.028345132	9.163071E-4	-3.6101851824314046	-1.5475215124306223	96	30625.0	1864874.8	281973.1	0
426	21682.0	1.7979877E-7	2.049706E-5	0.0	-6.74521327156493	-4.688308423841676	15684	30625.0	1864988.8	281973.1	0
428	2674.0	3.184086E-4	0.032031905	0.0	-3.497015218324105	-1.494417233500407	357	30625.0	1876859.5	281973.1	0
438	7790.0	4.686343E-7	5.436158E-5	2.2895832E-4	-6.329165917018808	-4.264707938690814	717	30625.0	1877091.5	281973.1	0
439	5006.0	1.0256917E-4	0.013313478	0.0	-3.988983170632273	-1.8757084796394712	1847	30625.0	1887605.2	281973.1	0
444	3911.0	3.046349E-4	0.038511097	7.8858633E-4	-3.5162203630704223	-1.4144141053316681	254	30625.0	1926668.1	281973.1	0
445	4576.0	1.2255876E-4	0.016508665	0.002607686	-3.9116556343114484	-1.7822880469338984	1163	30625.0	1936635.9	281973.1	0
448	5988.0	5.738052E-5	0.0071372534	4.871196E-4	-4.241235526885988	-2.1464688829386613	2569	30625.0	1950567.0	281973.1	0
450	14789.0	1.3616725E-5	0.0019217738	0.0	-4.865927346978224	-2.716297738135192	11827	30625.0	1954801.0	281973.1	0
460	3839.0	5.42911E-5	0.007066892	0.0010960898	-4.265271357020703	-2.150771546102301	825	30625.0	1965214.4	281973.1	0
472	2091.0	8.473984E-4	0.14994456	0.0	-3.071912350158936	-0.8240692895057586	590	30625.0	2031746.4	281973.1	0
473	24979.0	1.5369582E-4	0.023913065	4.317052E-4	-3.813337957104614	-1.6213647561748885	21019	30625.0	2113429.5	281973.1	0
477	7283.0	2.9766386E-5	0.0057927193	7.046168E-4	-4.526273884447837	-2.237117514863203	59	30625.0	2120046.0	281973.1	0
481	2475.0	3.1510362E-4	0.037957866	0.0045005125	-3.501546605172679	-1.4206982146141185	336	30625.0	2145463.5	281973.1	0
483	8334.0	4.2034335E-6	4.8129316E-4	0.0	-5.376395819828963	-3.3175903118153296	1865	30625.0	2146379.5	281973.1	0
485	5378.0	3.29146E-5	0.003807122	9.1155845E-5	-4.4826114354574935	-2.4194032187062793	1354	30625.0	2159796.8	281973.1	0
488	6966.0	6.987209E-6	6.498104E-4	0.0	-5.155696268350678	-3.187213329218449	792	30625.0	2160633.8	281973.1	0
489	3529.0	9.007308E-6	0.0010928868	3.2372194E-4	-5.04540498131849	-2.961424825403247	659	30625.0	2163667.0	281973.1	0
495	3755.0	8.528572E-5	0.010218519	0.0010809721	-4.069123683599186	-1.9906120523060198	4	30625.0	2178404.2	281973.1	0
496	4173.0	2.9323634E-4	0.036263563	0.0013156959	-3.5327822063898906	-1.4405295305815593	111	30625.0	2199922.2	281973.1	0
498	6580.0	1.561618E-6	2.5766695E-4	0.0	-5.806425199857322	-3.5889412826615197	1474	30625.0	2200252.2	281973.1	0
500	3250.0	1.2600223E-4	0.017615112	0.0029198234	-3.8996217843349124	-1.75411460237734	63	30625.0	2212414.8	281973.1	0
501	3775.0	2.564311E-4	0.039439104	0.0045928457	-3.5910292802847086	-1.4040729546902275	303	30625.0	2241021.5	281973.1	0
505	2025.0	1.0295137E-4	0.011376127	6.3063065E-4	-3.987367855968864	-1.944005580864284	309	30625.0	2252292.5	281973.1	0
507	7824.0	6.0888547E-6	6.545519E-4	0.0	-5.215464392265732	-3.184055912777026	1245	30625.0	2253152.5	281973.1	0
512	3474.0	1.2511062E-4	0.03168468	0.0021456927	-3.902705840907543	-1.4991506503769445	89	30625.0	2273919.2	281973.1	0
513	4078.0	3.4926168E-4	0.04186323	0.0	-3.456849059379741	-1.37816727534274	529	30625.0	2321145.0	281973.1	0
514	7493.0	2.4839415E-5	0.0028506883	5.205023E-4	-4.604858630517504	-2.5450502674227793	3371	30625.0	2328260.5	281973.1	0
519	3418.0	2.1446847E-4	0.027501103	0.0011353865	-3.668636547448015	-1.5606498946751668	1057	30625.0	2383270.8	281973.1	0
530	1410.0	4.2418216E-4	0.06320314	0.0015915396	-3.372447601864878	-1.1992613374522894	87	30625.0	2406663.8	281973.1	0
536	3082.0	1.549885E-4	0.016958222	7.68251E-6	-3.8097005093828358	-1.7706196889837635	1013	30625.0	2434236.5	281973.1	0
538	3466.0	1.7793274E-4	0.03012694	0.0024135336	-3.749744125896016	-1.5210449708568687	925	30625.0	2447612.5	281973.1	0
539	7313.0	3.8385033E-6	4.8134834E-4	0.0	-5.41583808288396	-3.3175405222639833	1470	30625.0	2448239.5	281973.1	0
540	3598.0	3.2946773E-4	0.046537317	0.0016724851	-3.482187116467475	-1.3321986554266636	294	30625.0	2469568.2	281973.1	0
541	2547.0	4.7069032E-5	0.0054062144	0.002929971	-4.327264733035759	-2.267106735824476	61	30625.0	2478067.8	281973.1	0
543	6307.0	1.32585365E-5	0.0016970927	0.0	-4.877504412916547	-2.770294443268679	1856	30625.0	2480499.8	281973.1	0
544	2669.0	4.2388734E-4	0.07444522	0.0033189992	-3.3727495570413017	-1.1281631948762925	355	30625.0	2520893.5	281973.1	0
546	2272.0	3.1691117E-4	0.045080613	0.001315309	-3.49906244868955	-1.3460101837861602	6	30625.0	2551619.5	281973.1	0
550	3717.0	2.5165215E-4	0.030610664	0.0	-3.5991993565339566	-1.5141272522829528	449	30625.0	2584705.2	281973.1	0
553	2800.0	3.7996442E-4	0.045103185	8.6196436E-4	-3.4202570709726032	-1.3457927901295035	126	30625.0	2622097.0	281973.1	0
564	5712.0	1.1553032E-5	0.0016174245	0.0	-4.937304024417713	-2.79117597213331	2090	30625.0	2623637.0	281973.1	0
570	3278.0	1.7157357E-4	0.023055198	0.0017889705	-3.765549610337038	-1.6372311498670093	91	30625.0	2638955.8	281973.1	0
571	1510.0	3.0306485E-4	0.039712932	0.005762701	-3.518464429061482	-1.4010680482823723	194	30625.0	2667522.0	281973.1	0
572	6464.0	2.8434617E-5	0.0051845782	9.114432E-4	-4.546152617418327	-2.285286566933275	155	30625.0	2672080.2	281973.1	0
575	4389.0	1.1205295E-4	0.014220538	0.0	-3.950576710494332	-1.8470839844760507	763	30625.0	2681090.8	281973.1	0
582	1792.0	2.035526E-4	0.026122583	0.0021692086	-3.6913233509328784	-1.582983880982625	112	30625.0	2696105.8	281973.1	0
583	6265.0	1.569091E-5	0.0034676911	9.2346236E-5	-4.804351868501	-2.4599595923099713	424	30625.0	2698757.8	281973.1	0
585	2719.0	1.3331739E-4	0.027296735	0.0045981472	-3.8751132105615143	-1.563889296829858	385	30625.0	2712680.8	281973.1	0
589	4258.0	2.250811E-4	0.03071491	0.0013410834	-3.647660982717353	-1.5126507461503083	1231	30625.0	2730966.5	281973.1	0
591	4406.0	1.8386656E-4	0.020008026	0.0	-3.7354972420294965	-1.6987957636298792	1706	30625.0	2750880.2	281973.1	0
593	4665.0	1.345823E-4	0.018158566	7.9748424E-4	-3.871012064899341	-1.7409184461841027	705	30625.0	2798374.0	281973.1	0
594	6639.0	1.5147789E-6	2.9437203E-4	9.942907E-6	-5.819650756647926	-3.5311034543722397	885	30625.0	2798957.0	281973.1	0
597	9595.0	9.890405E-6	0.001218753	6.263561E-4	-5.004785936227773	-2.9140842837522274	5810	30625.0	2802777.0	281973.1	0
605	3862.0	6.498158E-5	0.0071479734	2.7819973E-4	-4.187209750200917	-2.14581707211582	1304	30625.0	2807507.0	281973.1	0
3	2872.0	4.606762E-4	0.1088871	0.0016016647	-3.3366042160927676	-0.963023573710284	253	31658.0	61218.18	281973.1	1
9	4282.0	1.085372E-5	0.0011260734	0.0013669989	-4.964421398911863	-2.9484332936154245	849	31658.0	62878.18	281973.1	1
12	2446.0	2.9938636E-4	0.056265783	0.002129076	-3.5237679899602323	-1.2497556364266722	957	31658.0	87873.805	281973.1	1
13	3663.0	2.1871696E-4	0.058882296	0.0	-3.6601175403839896	-1.2300152632466725	409	31658.0	133102.23	281973.1	1
14	4664.0	1.14597315E-4	0.017164132	0.0018342611	-3.9408255589335077	-1.7653781636547647	315	31658.0	144635.12	281973.1	1
16	4524.0	3.1407086E-5	0.005550566	0.001265418	-4.502972359437231	-2.255662718799926	127	31658.0	151527.58	281973.1	1
32	5177.0	7.00471E-5	0.011032417	0.0013679138	-4.154609845419723	-1.9573293147904516	82	31658.0	160190.08	281973.1	1
33	3700.0	1.0834738E-4	0.0127497455	0.0	-3.965181572061634	-1.8944984838167345	835	31658.0	179724.08	281973.1	1
36	2219.0	4.0793922E-4	0.11616542	0.0025034323	-3.3894045347827215	-0.9349231259168834	227	31658.0	281099.2	281973.1	1
40	6227.0	4.1183295E-5	0.008090271	0.0011242767	-4.3852789065616005	-2.0920369475792993	127	31658.0	303297.53	281973.1	1
46	6374.0	5.515656E-6	4.3573682E-4	0.0	-5.258402821022325	-3.3607757442356303	1216	31658.0	304087.53	281973.1	1
49	2127.0	2.1336168E-4	0.048902497	0.002533449	-3.670883577841528	-1.310668967596074	352	31658.0	330216.34	281973.1	1
52	1798.0	3.0193935E-4	0.06642666	0.005060029	-3.5200802871022536	-1.177657602474457	72	31658.0	405016.34	281973.1	1
57	2226.0	5.251428E-4	0.064535536	0.0010183082	-3.279722565635408	-1.1902010794220046	618	31658.0	460931.94	281973.1	1
62	3270.0	3.9296818E-4	0.0543942	0.002552402	-3.4056426097668306	-1.2644474026794137	789	31658.0	505364.38	281973.1	1
64	8306.0	3.8995536E-6	5.810335E-4	0.0	-5.408985108500772	-3.2357988064382317	1398	31658.0	506109.38	281973.1	1
65	2864.0	1.504364E-4	0.028131608	0.0019438434	-3.822647054935577	-1.5508054441306938	39	31658.0	526679.4	281973.1	1
70	3893.0	3.223599E-5	0.0039245603	1.9574497E-4	-4.491659010142832	-2.4062089972897485	1372	31658.0	532523.1	281973.1	1
71	2297.0	1.3896512E-4	0.04788612	0.0023159431	-3.857094208267899	-1.3197903659713501	5	31658.0	573529.44	281973.1	1
72	8074.0	1.700545E-5	0.0015078164	0.0	-4.769411871478465	-2.821651545801273	3734	31658.0	578228.75	281973.1	1
75	5179.0	5.2270138E-5	0.0068055717	0.0	-4.2817463572092	-2.167135384399101	454	31658.0	582655.56	281973.1	1
78	5106.0	6.461984E-5	0.0073952074	4.840918E-4	-4.189634130593715	-2.131049640669576	50	31658.0	606688.3	281973.1	1
91	12814.0	1.7296465E-5	0.0026405936	2.7330502E-4	-4.762042656450757	-2.578298439548768	3646	31658.0	614779.6	281973.1	1
93	3861.0	1.7900026E-4	0.0244037	4.0319405E-4	-3.7471463453621396	-1.6125443117561493	305	31658.0	639046.94	281973.1	1
95	2348.0	1.1972205E-4	0.016192406	0.0024774163	-3.921825862195926	-1.7906886042730559	184	31658.0	648784.94	281973.1	1
97	1750.0	2.0609298E-4	0.019887973	0.0018988368	-3.6859367932029103	-1.7014094865323037	157	31658.0	660654.44	281973.1	1
104	4281.0	4.526749E-4	0.06603728	0.0011356823	-3.3442135892995823	-1.1802108076941042	407	31658.0	700772.06	281973.1	1
112	5104.0	2.0409028E-5	0.0027159704	6.6321174E-4	-4.690177670704799	-2.5660749691954123	1231	31658.0	706095.1	281973.1	1
114	2372.0	1.8284241E-4	0.026100755	0.0016545606	-3.7379230540435717	-1.58334693428064	115	31658.0	730077.1	281973.1	1
115	4373.0	1.1272291E-4	0.014597617	0.0012199285	-3.947987802127218	-1.8357180325193765	196	31658.0	739660.1	281973.1	1
117	6301.0	2.9143239E-6	5.012637E-4	0.001093826	-5.535462184144667	-3.299933734085177	1959	31658.0	740348.1	281973.1	1
124	11223.0	5.034362E-5	0.0065466445	9.942236E-4	-4.298055556018088	-2.1839812421715172	7520	31658.0	753872.2	281973.1	1
127	4794.0	9.976975E-5	0.0131297	3.131398E-4	-4.001001116914179	-1.8817451977933186	407	31658.0	762294.56	281973.1	1
143	5631.0	8.937893E-6	0.0013417053	5.034682E-4	-5.048764861233762	-2.8723428559583093	245	31658.0	767548.56	281973.1	1
152	5355.0	1.9946741E-5	0.002026589	0.0	-4.7001280448034555	-2.6932343427806105	2170	31658.0	769377.4	281973.1	1
156	3144.0	2.901182E-4	0.038469676	0.0020823095	-3.537425045233776	-1.4148814722094387	865	31658.0	785819.75	281973.1	1
161	2054.0	1.2962858E-4	0.018500606	0.002477179	-3.887299245515021	-1.732814055185908	215	31658.0	832489.25	281973.1	1
167	2458.0	2.1893303E-4	0.034451015	0.003788653	-3.6596887198840924	-1.462797974629801	115	31658.0	864905.1	281973.1	1
168	2561.0	4.917048E-4	0.06741624	0.0011614553	-3.3082955593825374	-1.1712354520378407	301	31658.0	905077.5	281973.1	1
172	6181.0	8.236322E-6	0.0012107394	0.0	-5.084266673772433	-2.9169493351094076	1413	31658.0	906841.5	281973.1	1
178	5238.0	5.231348E-5	0.008330922	0.0011147676	-4.281386385449791	-2.0793069503215333	1549	31658.0	917033.5	281973.1	1
191	3982.0	2.3117726E-4	0.037604835	0.0015693512	-3.636054897302104	-1.4247563138854282	190	31658.0	940782.8	281973.1	1
194	8739.0	1.8812214E-5	0.003508478	2.980927E-4	-4.72556009032395	-2.4548812501263217	3059	31658.0	949175.3	281973.1	1
195	7857.0	1.5272259E-5	0.0036195253	2.1897792E-4	-4.816096728542801	-2.4413483775128477	1534	31658.0	955100.3	281973.1	1
201	3230.0	6.26028E-5	0.009369552	0.0	-4.203406257883005	-2.0282811678895634	479	31658.0	961685.6	281973.1	1
204	5016.0	7.231677E-5	0.008629802	0.0010122156	-4.140760987874265	-2.063999184460092	1365	31658.0	968726.3	281973.1	1
206	4808.0	1.5589334E-5	0.0019483279	0.0	-4.807172438191873	-2.710337956176799	2238	31658.0	974600.3	281973.1	1
208	4816.0	1.2256665E-4	0.014119677	0.0	-3.9116276866538175	-1.8501752304831962	523	31658.0	983240.3	281973.1	1
211	7068.0	2.0949483E-6	2.555837E-4	5.2081724E-4	-5.678826693175187	-3.592466850136942	1365	31658.0	983728.3	281973.1	1
212	3338.0	4.364239E-4	0.059475187	0.0010555482	-3.360091474670244	-1.2256641822438707	1478	31658.0	1040147.6	281973.1	1
