,blockid,dist_dtown,lg_den_parc,lg_den_finsqft,dum_400m,dum_800m,dum_1200m,dum_1600m,dum_2400m,dum_3200m,dum_4800m,dum_6400m,dum_8000m,year
11289,13198,5007,-3.6384227,-1.7299377,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11290,13202,5294,-3.8750613,-2.002905,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11291,13205,5182,-3.2624726,-0.8852879,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11292,13218,5002,-3.525725,-1.5344988,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11293,13219,4871,-3.2141547,-1.0854325,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11294,13224,4598,-3.3902106,-0.8196677,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11295,13226,4367,-3.1277363,-1.1024305,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11296,13227,4969,-3.5013332,-1.3614541,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11297,13230,4938,-3.7542717,-1.3055656,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11298,13232,5096,-3.2539032,-0.21093404,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11299,13234,5159,-3.7542717,-1.612822,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11300,13235,5082,-3.3779738,-1.2349589,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11301,13236,5230,-3.4136908,-1.3291146,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11302,13237,5306,-3.2771697,-1.1039835,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11303,13239,5524,-3.3013458,-1.174241,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11304,13242,5297,-3.2457595,-1.2329221,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11305,13245,5608,-3.073413,-1.0866411,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11306,13260,5681,-3.2466724,-1.0591516,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11307,13261,5456,-2.9670172,-0.86895066,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11308,13263,5167,-3.198327,-1.2392857,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11309,13264,5233,-3.3148391,-1.4010253,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11310,13265,5024,-3.377616,-1.4331331,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11311,13267,4814,-3.518514,-1.3571459,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11312,13274,5077,-3.112661,-0.63602245,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11313,13275,5161,-3.2449982,-1.1082777,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11314,13276,5012,-3.2586372,-1.263002,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11315,13277,4932,-3.17484,-1.0210251,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11316,13278,4834,-3.31307,-0.7714908,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11317,13279,4691,-3.3018477,-1.1588329,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11318,13280,4784,-3.2519462,-1.2085841,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11319,13284,4561,-3.8424637,-1.7121298,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11320,13287,5282,-3.2789822,-0.9823169,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11321,13290,5556,-3.521857,-1.6957822,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11322,13292,5608,-3.8180938,-1.6194367,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11323,13293,5531,-3.7265847,-1.7581016,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11324,13295,5739,-3.2538445,-1.3337212,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11325,13296,5814,-3.5170858,-1.5676959,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11326,13303,5943,-3.5460489,-1.4741669,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11327,13306,6088,-3.8470788,-2.027535,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11328,13313,6063,-3.6591077,-1.7195884,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11329,13320,5451,-3.608633,-1.4946897,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11330,13341,6230,-3.6296747,-1.6296746,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11331,13384,6459,-3.7840464,-1.6768365,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11332,13386,6161,-3.4045343,-1.4391758,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11333,13389,6383,-3.8351831,-1.572732,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11334,13391,6174,-3.5505137,-1.5012957,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11335,13393,6019,-3.9764876,-1.8726839,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11336,13396,6041,-3.5576074,-1.6545174,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11337,13398,5994,-3.374402,-1.2705983,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11338,13399,5912,-3.5341108,-1.801717,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11339,13400,5829,-3.3286445,-1.1887655,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11340,13401,5755,-3.34194,-1.3005472,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11341,13403,5709,-3.5414543,-1.3427974,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11342,13404,5794,-3.442323,-1.3471537,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11343,13417,5288,-2.2907202,1.1210676,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11344,13418,5327,-3.292446,-1.0965463,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11345,13430,6084,-3.5786164,-1.5372236,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11346,13432,5901,-3.2635965,-0.23993272,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11347,13433,6026,-3.9942732,-2.2782698,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11348,13434,5976,-3.0434933,-0.3941584,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11349,13436,5894,-3.1651123,-0.57516277,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11350,13437,5835,-4.059374,-1.7540227,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11351,13438,6050,-3.1312978,-0.55688065,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11352,13439,6087,-3.6379397,-1.4735869,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11353,13440,6140,-3.2592833,-0.93706393,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11354,13441,6189,-3.2177231,-1.2177231,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11355,13442,6246,-3.450227,-1.3839011,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11356,13445,6390,-3.253136,-0.9766742,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11357,13446,6329,-3.053685,-0.6479971,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11358,13447,6266,-3.020041,-0.8213839,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11359,13449,6434,-3.0869646,-0.8590779,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11360,13450,6496,-3.4025288,-1.3269819,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11361,13451,6557,-3.3564656,-1.0301298,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11362,13453,6784,-3.3564656,-0.92833084,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11363,13454,6736,-3.5453777,-1.2998651,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11364,13455,6687,-3.1157935,-0.9712193,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11365,13457,6578,-3.1481164,-0.9449021,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11366,13458,6778,-2.918418,0.53734034,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11367,13460,4300,-2.835162,-0.6504705,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11368,13461,4333,-3.0399866,-0.9001075,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11369,13462,4377,-3.0560787,-0.15082258,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11370,13463,4566,-3.534153,-1.0484316,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11371,13464,4525,-2.8802857,-0.54987204,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11372,13465,4491,-3.149131,-1.0453274,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11373,13467,4881,-3.0612168,-0.37190792,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11374,13470,4755,-3.319668,-1.1829475,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11375,13471,4944,-3.4424126,-1.152378,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11376,13472,4982,-3.2495244,-0.49212846,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11377,13473,4792,-3.136213,-0.7688572,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11378,13474,4606,-3.3410165,-0.6970707,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11379,13475,4643,-4.027655,-1.6832631,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11380,13479,4809,-3.3107705,-1.2388885,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11381,13486,4680,-3.1096976,-0.29312494,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11382,13488,4579,-2.9262395,0.37522453,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11383,13493,4116,-2.9450464,-0.88434845,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11384,13494,4133,-2.9295692,-0.74915653,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11385,13495,4334,-3.018151,-0.7428397,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11386,13496,4314,-3.0016005,-0.5219533,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11387,13497,4515,-2.9719713,-0.09001631,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11388,13498,4534,-2.9209516,-0.80478674,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11389,13499,4732,-2.9416142,-0.478219,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11390,13501,4560,-2.9988124,-0.73281604,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11391,13502,4584,-3.024075,-0.95588917,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11392,13504,4604,-3.238239,-0.8938469,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11393,13505,4805,-3.4709144,-1.2667943,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11394,13506,4714,-3.174901,-1.0477962,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11395,13508,4856,-2.9730618,-0.78837043,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11396,13510,4634,-3.0056736,-0.6876104,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11397,13511,4434,-3.1133416,-1.0759151,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11398,13512,4463,-3.3563893,-1.0753559,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11399,13513,4272,-2.8802857,-0.23617561,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11400,13514,4228,-3.0481644,-0.5022389,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11401,13515,4217,-2.9229724,-0.10015082,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11402,13516,4187,-2.7440815,-0.65065974,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11403,13517,4163,-2.8988667,-0.80195665,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11404,13518,4359,-3.2390158,-1.0009696,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11405,13520,4407,-3.2872927,-1.1869221,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11406,13521,4076,-3.0570052,-0.82655615,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11407,13522,4072,-3.0135393,-0.6831256,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11408,13524,4271,-3.0490344,-0.8615136,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11409,13525,4278,-3.994229,-1.838893,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11410,13526,4274,-3.1373994,-1.0070655,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11411,13527,4276,-3.5884957,-1.6247079,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11412,13528,4472,-3.1615179,-0.6946501,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11413,13529,4679,-3.2480624,-1.0647926,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11414,13530,4679,-3.033572,-0.75481826,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11415,13531,4477,-3.1315546,-0.77744603,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11416,13533,4471,-3.3921912,-1.1345125,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11417,13535,4678,-3.2450395,-1.2407181,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11418,13536,4475,-3.0335507,-0.89314747,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11419,13539,4485,-2.7640402,0.17422928,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11420,13540,4689,-2.8538938,-0.6865763,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11421,13541,4702,-2.9643025,-0.95146525,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11422,13542,4497,-2.9942513,0.063034505,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11423,13544,4293,-2.8521636,-0.7371081,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11424,13547,4277,-3.120135,-0.958767,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11425,13548,4070,-2.981757,-0.8356288,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11426,13551,4090,-2.8696444,-0.6469281,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11427,13552,4102,-2.920791,0.21529514,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11428,13555,4114,-2.957003,-0.56489265,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11429,13556,4104,-2.7389474,0.5376293,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11430,13557,4307,-3.0818553,-0.18976082,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11431,13559,4516,-3.5219223,-1.509085,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11432,13560,4502,-3.0794075,-0.68437237,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11433,13574,5082,-3.6932652,-1.684665,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11434,13575,5077,-3.499435,-1.4238881,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11435,13576,4880,-3.1114194,-0.96684515,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11436,13579,4686,-3.0849137,-0.20410015,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11437,13580,4481,-3.8295825,-1.4162828,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11438,13581,4493,-3.2441328,-0.9585754,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11439,13584,4084,-3.2395496,-0.52104807,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11440,13585,4090,-3.088282,-0.36812273,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11441,13587,4419,-3.0648103,-0.55740416,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11442,13590,4569,-3.233123,-1.1092714,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11443,13592,4612,-3.596311,-1.4409751,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11444,13597,4765,-3.8352041,-1.826604,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11445,13598,4956,-2.9694393,-0.78545797,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11446,13599,4980,-3.2209141,-1.1069707,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11447,13603,5191,-3.698057,-1.4993999,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11448,13604,5170,-2.9778976,-1.0047698,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11449,13606,5348,-3.7222018,-1.7222018,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11450,13607,5362,-3.6990135,-1.6536905,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11451,13614,5535,-3.499458,-1.4387602,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11452,13616,5320,-4.3010736,-2.2441685,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11453,13617,5335,-3.4327488,-1.3393272,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11454,13618,5135,-3.0687096,-0.96719164,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11455,13619,5118,-3.6815126,-0.9895475,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11456,13620,4927,-3.0448227,-0.93423307,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11457,13621,4944,-3.1074812,-0.93575484,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11458,13623,4729,-3.5460694,-1.4597096,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11459,13625,4548,-2.9228904,0.22043662,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11460,13626,4353,-2.8303823,0.3531721,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11461,13627,4335,-3.136213,-1.0767759,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11462,13629,4772,-3.1200802,-0.5828909,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11463,13630,4727,-3.18613,-0.69336975,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11464,13632,4952,-3.5219223,-1.095411,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11465,13635,5137,-3.5576475,-1.4821006,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11466,13636,5095,-3.2048292,-0.84689444,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11467,13637,5059,-3.6198027,-1.483082,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11468,13638,5023,-3.1726446,-0.43624812,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11469,13642,4890,-3.1597075,-1.3336327,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11470,13643,4861,-3.5406215,-1.457836,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11471,13646,4724,-3.7104137,-1.4385719,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11472,13649,4829,-3.8181598,-1.653807,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11473,13650,4867,-3.1314125,-0.35909072,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11474,13652,4644,-3.4672062,-1.3149179,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11475,13655,4533,-3.3123043,-1.2130842,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11476,13656,4502,-3.2361479,-0.6026793,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11477,13657,4475,-2.9383457,0.12835288,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11478,13668,6635,-3.5786393,-1.3091263,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11479,13681,7177,-3.034869,-0.9423238,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11480,13682,7356,-2.93222,-0.81494874,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11481,13683,7406,-3.2539985,-1.3297192,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11482,13684,7234,-2.9966366,-0.8487397,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11483,13685,7285,-3.2451425,-0.9842763,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11484,13686,7458,-3.2829309,-1.0398929,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11485,13687,7511,-3.6933312,-1.5349686,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11486,13688,7345,-3.1706903,-1.0204458,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11487,13691,7574,-3.754119,-1.7166924,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11488,13701,7402,-3.4854782,-1.1601677,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11489,13703,7243,-3.7493498,-1.5562252,0,1,0,0,0,0,0.0,0.0,0.0,1910.0
11490,13723,4917,-3.5348015,-1.4993716,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11491,13726,4973,-3.3647177,-1.1498739,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11492,13727,5172,-2.9486225,-0.7582908,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11493,13728,5149,-3.0423014,-0.88696545,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11494,13729,5130,-2.9883015,0.09627466,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11495,13730,5117,-3.0009344,-0.8869911,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11496,13732,5307,-3.6498604,-1.3970073,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11497,13735,5323,-3.3188143,-1.1348331,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11498,13736,5338,-3.3712895,-1.2606999,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11499,13737,5539,-3.471899,-1.2570553,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11500,13738,5558,-3.2733614,-1.0229415,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11501,13739,5348,-3.6844864,-1.5083951,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11502,13741,5569,-3.9991088,-1.8087771,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11503,13742,5599,-3.6984267,-1.612067,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11504,13748,5466,-3.1210465,-1.0241367,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11505,13751,5488,-3.3001242,-1.2748184,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11506,13762,6191,-3.1017041,-0.7753683,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11507,13771,5266,-3.151417,-1.2593224,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11508,13772,5244,-2.9393456,-0.53794503,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11509,13773,5213,-2.7933712,-0.66464895,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11510,13774,5190,-3.0734596,-0.97770923,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11511,13775,4999,-3.2102995,-1.1891102,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11512,13776,5026,-3.0818977,-0.97468776,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11513,13777,5051,-3.3744962,-1.3100383,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11514,13779,5099,-3.5071037,-1.4985036,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11515,13780,4877,-2.951726,-0.7814643,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11516,13781,4875,-3.048636,-0.8882675,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11517,13782,4872,-3.2083294,-1.2126942,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11518,13783,4874,-3.3039086,-0.90423477,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11519,13784,5065,-3.8352253,-1.6073387,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11520,13787,5067,-3.1362553,-0.2658515,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11521,13793,5483,-3.216166,-0.8258197,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11522,13794,5273,-3.304882,-1.3005607,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11523,13795,5075,-3.4559753,-1.5368973,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11524,13796,4877,-3.1364489,-1.024179,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11525,13799,4888,-3.2527559,-1.2016034,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11526,13800,5083,-3.392235,-1.394412,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11527,13802,4899,-3.5054214,-1.4085113,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11528,13804,5478,-3.7765768,-1.7679765,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11529,13808,5248,-3.6011252,-1.3580872,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11530,13821,5840,-4.0512104,-2.2123613,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11531,13824,5587,-3.5791354,-1.5705353,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11532,13838,5261,-3.95192,-1.887462,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11533,13839,5236,-3.680698,-1.6678609,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11534,13842,5112,-3.6050894,-1.6655703,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11535,13843,5143,-3.985965,-1.9606593,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11536,13844,5744,-4.3010516,-2.190462,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11537,13845,5696,-3.5341954,-1.481117,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11538,13881,5498,-3.7424698,-1.5606263,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11539,13882,5452,-4.2775865,-2.0445902,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11540,13885,6069,-3.4538991,-1.3552554,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11541,13889,6509,-3.8502786,-1.9008886,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11542,13893,6785,-3.9299295,-1.6746571,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11543,13903,6632,-3.4159327,-1.4968547,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11544,13906,6483,-3.6011906,-1.623467,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11545,13908,6739,-3.5899124,-1.6922853,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11546,13912,6511,-3.534555,-1.8717971,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11547,13921,6072,-3.3468308,-1.3382307,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11548,13930,6532,-3.483628,-1.4624387,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11549,13931,6465,-3.2775862,-1.3967727,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11550,13933,6679,-3.4672487,-1.5130061,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11551,13939,7109,-3.6262171,-1.6530893,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11552,13942,7043,-3.4157453,-1.3743526,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11553,13943,6986,-3.1755786,-1.0951928,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11554,13946,6924,-3.1781545,-1.0675647,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11555,13950,6644,-3.3352573,-1.4058384,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11556,13951,6706,-3.4984484,-1.4434525,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
11557,13952,6768,-3.1540108,-1.0571008,1,0,0,0,0,0,0.0,0.0,0.0,1910.0
