,blockid,dist_dtown,lg_den_parc,lg_den_finsqft,dum_400m,dum_800m,dum_1200m,dum_1600m,dum_2400m,dum_3200m,dum_4800m,dum_6400m,dum_8000m,year
16249,4513,31875,-4.3228335,-1.2037425,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16250,4516,32316,-4.85068,-2.4492793,0,0,0,0,0,0,0.0,1.0,0.0,1920.0
16251,4517,32551,-5.8285127,-2.7863312,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16252,4519,33400,-4.287354,-2.1835501,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16253,4524,33461,-3.7729814,-1.6346787,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16254,4526,33422,-4.3806634,-2.2600894,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16255,4531,31991,-5.5470443,-3.2227619,0,0,0,0,0,0,0.0,1.0,0.0,1920.0
16256,4534,33348,-5.709432,-2.3931122,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16257,4536,33600,-3.3298724,-0.46064055,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16258,4537,33502,-3.0244856,-0.15985592,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16259,4539,32280,-4.2789974,-1.5426009,0,0,0,0,0,0,0.0,1.0,0.0,1920.0
16260,4543,33577,-3.1978567,-0.87889946,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16261,4549,36180,-5.6521635,-2.6653917,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16262,4551,36230,-5.5164466,-2.169312,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16263,4558,33478,-3.3327749,-0.08973694,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16264,4559,33441,-2.9151359,-0.033370957,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16265,4560,33572,-3.581039,-1.4318198,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16266,4562,33778,-3.8233438,-1.8410726,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16267,4564,31364,-4.993586,-2.9682803,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16268,4576,36087,-4.594315,-1.5529225,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16269,4580,38505,-5.742311,-2.7606058,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16270,4581,39795,-5.582526,-2.4877057,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16271,4582,40456,-5.4668574,-2.99851,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16272,4583,39496,-5.1989803,-2.0466921,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16273,4584,37978,-5.6656594,-2.8567734,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16274,4590,40031,-5.5708795,-3.0497415,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16275,4591,38597,-5.2569823,-2.011413,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16276,4594,37020,-5.102003,-2.4625165,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16277,4596,40404,-5.5002646,-2.434422,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16278,4598,39650,-5.642483,-2.768237,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16279,4600,41715,-4.4144135,-0.9574404,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16280,4601,37691,-5.6047273,-2.9020813,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16281,4606,34219,-5.5904803,-3.0038931,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16282,4608,36562,-5.480501,-1.9339583,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16283,4609,33205,-5.4297924,-3.2973194,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16284,4612,34446,-5.4091706,-2.3341107,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16285,4613,34396,-5.032512,-2.0051625,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16286,4615,36045,-5.5997176,-2.4777274,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16287,4616,35585,-5.10264,-1.894199,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16288,4617,35340,-4.58455,-1.5612973,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16289,4618,36360,-5.393927,-2.2717113,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16290,4620,33253,-3.7172544,-2.0544965,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16291,4623,41459,-5.313862,-2.396504,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16292,4625,35042,-5.264202,-2.2751975,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16293,4627,38060,-5.079395,-1.8694205,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16294,4628,37894,-3.9740279,-1.3591306,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16295,4629,39359,-5.761597,-2.8220778,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16296,4633,41097,-5.243602,-2.0073435,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16297,4635,40505,-5.6466603,-2.2411432,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16298,4637,42914,-5.1641974,-1.4715267,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16299,4638,42348,-5.4904733,-2.5037012,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16300,4642,43255,-5.090117,-2.1358745,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16301,4644,34388,-5.3007812,-2.8630307,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16302,4671,24506,-4.516991,-1.4725243,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16303,4672,26288,-6.0067353,-3.5721662,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16304,4673,27076,-5.342182,-2.1473348,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16305,4676,25198,-6.286488,-3.7719402,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16306,4678,24113,-4.471922,-1.7018069,0,0,0,0,1,0,0.0,0.0,0.0,1920.0
16307,4682,24877,-4.5969815,-2.185362,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16308,4685,24944,-5.0426226,-2.9670758,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16309,4686,25296,-4.501897,-1.6638669,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16310,4687,25678,-5.3544292,-2.8574996,0,0,0,0,1,0,0.0,0.0,0.0,1920.0
16311,4689,25777,-4.348947,-1.7025434,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16312,4691,26156,-4.0814195,-0.94154024,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16313,4697,26823,-4.3298383,-1.4847404,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16314,4699,26604,-3.8602781,-1.4658264,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16315,4703,27286,-5.452952,-2.636048,0,0,0,0,1,0,0.0,0.0,0.0,1920.0
16316,4706,28792,-4.96219,-2.7258208,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16317,4708,29453,-3.2099438,-0.91254807,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16318,4712,29813,-5.5610323,-3.5567107,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16319,4715,29323,-4.6905637,-1.2905442,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16320,4725,28651,-5.46568,-2.2879992,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16321,4728,28819,-5.270732,-1.7086769,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16322,4736,29138,-4.1254272,-0.70878655,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16323,4743,22711,-5.432039,-3.134643,0,0,0,0,1,0,0.0,0.0,0.0,1920.0
16324,4744,23115,-4.0808067,-1.5880464,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16325,4745,23706,-4.643512,-1.8511202,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16326,4746,23945,-4.294113,-1.687732,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16327,4747,24054,-3.7816477,-1.0896826,0,0,0,1,0,0,0.0,0.0,0.0,1920.0
16328,4752,23642,-4.5538692,-1.5090355,0,0,0,0,1,0,0.0,0.0,0.0,1920.0
16329,4759,22581,-5.071562,-2.6418095,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16330,4767,24006,-3.5114822,-0.75943387,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16331,4769,23904,-3.0274436,-0.090545274,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16332,4770,23964,-3.1132746,-0.57619053,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16333,4773,23771,-5.122584,-2.1094162,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16334,4790,23972,-4.206002,-2.011488,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16335,4796,23703,-4.078638,-1.9547864,0,0,0,0,0,1,0.0,0.0,0.0,1920.0
16336,4816,24900,-5.9075894,-3.0718987,0,0,0,0,0,0,0.0,1.0,0.0,1920.0
16337,4817,26028,-6.1798987,-3.7872016,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16338,4830,26704,-5.2208815,-2.1863534,0,0,0,0,0,0,0.0,1.0,0.0,1920.0
16339,4831,27386,-5.3608522,-2.285305,0,0,0,0,0,0,0.0,1.0,0.0,1920.0
16340,4832,26811,-5.899861,-3.908635,0,0,0,0,0,0,1.0,0.0,0.0,1920.0
16341,4837,28363,-5.7513,-3.4128435,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16342,4838,27183,-5.657115,-2.7479157,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16343,4839,26911,-5.017877,-1.60551,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16344,4840,27735,-6.131799,-4.0212097,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16345,4845,29124,-5.41791,-2.7308276,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16346,4855,29335,-4.8425126,-1.6382316,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16347,4893,32386,-4.869412,-1.4892008,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16348,4900,31455,-5.855275,-3.5123594,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16349,4901,32806,-5.666064,-2.5102727,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16350,4903,32316,-5.0164537,-2.2820542,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16351,4920,29607,-5.844261,-2.4909222,0,0,0,0,0,0,0.0,0.0,1.0,1920.0
16352,4927,30725,-5.8073926,-2.336101,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16353,4947,33498,-2.9584045,0.030600041,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16354,4949,33654,-2.724153,0.2901809,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16355,4950,33868,-2.961321,0.069796324,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16356,4951,33808,-2.7029128,0.4667017,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16357,4952,33704,-2.7557478,0.5386204,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16358,4954,33646,-2.7878313,0.18705294,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16359,4955,33779,-2.9840944,0.35325482,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16360,4956,33853,-2.6010132,0.5689295,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16361,4957,33959,-2.6102505,0.47282144,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16362,4958,34049,-3.0680208,-0.3263441,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16363,4959,34164,-2.9376402,0.1928455,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16364,4960,34217,-3.4520626,-0.20066771,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16365,4961,34317,-2.955026,-0.15829746,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16366,4962,34305,-3.1193843,-0.071250685,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16367,4963,34167,-3.1294556,-0.16368955,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16368,4964,34076,-2.7395723,0.27501616,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16369,4965,33960,-3.3492775,-0.8838946,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16370,4966,33862,-2.7423978,0.306971,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16371,4968,33698,-2.483496,0.45207837,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16372,4972,33917,-2.6147919,0.52958286,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16373,4973,34015,-2.8310413,-0.18389747,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16374,4975,31449,-5.3756137,-2.3558743,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16375,4981,31769,-4.235225,-1.5432602,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16376,4982,32094,-3.1013768,-0.66639763,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16377,4987,32778,-3.1467376,0.029930303,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16378,4988,33489,-3.6792765,-0.45655996,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16379,4992,32723,-3.5476294,-0.55484676,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16380,4993,32744,-4.6327014,-1.5951754,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16381,4994,33012,-3.1490822,0.034756817,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16382,4995,32967,-3.2442462,0.14598219,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16383,4996,33539,-2.508478,0.5837661,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16384,4997,33432,-2.73875,0.34747624,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16385,4998,33478,-2.8438942,0.2565581,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16386,4999,33589,-3.3386955,0.14360628,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16387,5001,33180,-3.1858568,-0.044720713,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16388,5005,33437,-3.126034,-0.052709445,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16389,5006,33337,-3.4833019,0.17260447,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16390,5009,33117,-3.4184008,-0.92598957,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16391,5011,33165,-2.6816432,0.4811985,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16392,5012,33058,-2.5934956,0.50995535,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16393,5013,33113,-3.0611782,0.07297523,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16394,5014,33214,-2.8105013,0.18462993,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16395,5015,33321,-2.630809,0.535584,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16396,5016,33273,-2.8500025,0.46440122,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16397,5017,33384,-2.8500025,0.109396584,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16398,5018,33417,-2.9012456,0.22105812,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16399,5019,33267,-2.8219004,0.25699928,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16400,5020,33557,-3.570473,-1.0673634,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16401,5040,31637,-3.7245421,-0.110489,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16402,5046,31634,-4.000846,-1.5151247,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16403,5047,32511,-3.61175,-0.6314813,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16404,5050,33389,-3.18089,-0.14948168,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16405,5053,33303,-4.6556816,-1.4036382,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16406,5054,33862,-6.0676336,-3.354984,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16407,5055,33970,-4.820847,-1.4943142,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16408,5056,33589,-4.416757,-1.9695989,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16409,5059,34995,-5.52515,-3.3076658,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16410,5061,33918,-4.4253936,-1.6690956,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16411,5062,34520,-5.32636,-2.1031747,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16412,5067,35508,-5.5738745,-2.7968829,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16413,5069,34234,-3.9985123,-1.0022194,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16414,5071,34549,-3.0986438,0.34352234,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16415,5073,33829,-3.2474346,-0.09581831,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16416,5074,33605,-2.5833282,0.7372809,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16417,5075,33652,-2.7626786,0.17181988,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16418,5076,33482,-3.298198,-0.72070605,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16419,5077,33509,-2.983175,0.08501079,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16420,5084,35268,-5.5726876,-2.9442987,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16421,5086,36035,-4.6097393,-1.347763,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16422,5087,36553,-5.4881315,-2.9857047,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16423,5088,36467,-3.1240149,0.41051888,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16424,5089,36613,-3.3608809,-0.19154115,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16425,5090,37192,-5.506499,-2.4763038,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16426,5091,37227,-3.6712909,-0.53165823,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16427,5093,36774,-2.803924,0.17789765,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16428,5094,36655,-2.768823,0.2793309,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16429,5095,36548,-2.740275,0.53369063,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16430,5096,36532,-2.7206967,0.17948833,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16431,5097,36433,-3.3101833,-0.29023665,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16432,5098,36656,-2.5279367,0.49847338,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16433,5099,36784,-3.6174197,-0.49674988,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16434,5100,36768,-2.5846882,0.55554104,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16435,5101,36891,-2.5268712,0.6360777,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16436,5102,36890,-2.922132,-0.05944921,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16437,5103,37003,-2.855341,0.08950086,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16438,5104,37026,-2.8703063,-0.06531554,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16439,5105,37277,-4.0915575,-0.8998271,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16440,5108,39611,-5.5828733,-2.5184152,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16441,5109,40406,-5.97787,-3.373644,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16442,5111,40453,-6.030866,-3.5669734,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16443,5112,41341,-5.981547,-3.473691,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16444,5114,42211,-5.0471134,-1.7710146,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16445,5116,43237,-5.5665855,-2.6783497,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16446,5119,41549,-5.9358425,-2.452969,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16447,5121,48940,-6.2891245,-3.8431313,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16448,5122,46281,-6.318625,-3.7922857,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16449,5123,48396,-5.649277,-2.6473813,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16450,5138,37937,-4.213105,-1.168763,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16451,5139,38708,-5.429107,-1.798476,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16452,5142,40076,-5.755352,-2.9260483,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16453,5143,41272,-5.4532866,-2.4873326,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16454,5144,42407,-5.266636,-1.9478399,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16455,5145,43563,-5.6478233,-2.5232785,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16456,5148,45669,-5.216325,-2.0999248,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16457,5152,45325,-5.372043,-2.122012,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16458,5153,43660,-5.1463294,-2.0812788,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16459,5154,44171,-6.2197285,-4.018331,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16460,5155,46510,-5.992989,-3.3545,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16461,5157,45161,-5.4912095,-2.635327,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16462,5158,43595,-5.3955965,-2.4028957,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16463,5159,41755,-5.5900393,-3.0271518,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16464,5161,40262,-5.332487,-2.4197338,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16465,5162,41070,-5.3229504,-1.8493173,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16466,5166,42654,-4.9086456,-1.944858,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16467,5167,43143,-4.4539957,-1.5619011,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16468,5168,43596,-4.9318085,-1.6719162,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16469,5170,44265,-5.1937695,-2.3902557,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16470,5172,46494,-5.346062,-2.4707692,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16471,5174,47689,-5.6320243,-2.928733,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16472,5175,46986,-5.3985777,-2.226291,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16473,5176,47709,-6.0135555,-3.9029658,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16474,5177,48525,-4.011084,-1.5894799,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16475,5178,48356,-5.724063,-3.5393713,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16476,5181,49023,-5.295301,-3.0572548,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16477,5186,46391,-5.5720162,-2.3204694,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16478,5187,50139,-6.3671026,-3.8330762,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16479,5188,51383,-5.691244,-2.8079612,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16480,5193,35663,-5.121165,-1.8607953,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16481,5194,36563,-5.1925,-2.0003562,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16482,5196,37739,-4.2520638,-1.5132833,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16483,5199,38786,-4.75747,-1.8080437,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16484,5200,40023,-5.6254935,-2.9497151,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16485,5201,41639,-5.1292343,-2.6462018,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16486,5202,43150,-5.6218724,-3.1786091,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16487,5203,44044,-4.854221,-1.3852832,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16488,5204,44169,-5.2440677,-2.33694,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16489,5205,43256,-5.793252,-2.8794384,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16490,5208,40862,-5.4015646,-2.6198094,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16491,5209,40523,-5.3969545,-2.4030874,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16492,5210,39861,-5.3979797,-3.1752634,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16493,5211,38817,-5.56824,-2.1938584,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16494,5212,37518,-5.4379916,-2.1422048,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16495,5214,37652,-5.2684584,-2.1951,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16496,5216,38094,-5.858328,-3.527914,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16497,5219,39906,-4.715548,-1.3715489,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16498,5220,40563,-5.319027,-2.811171,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16499,5222,41892,-4.418871,-1.5141556,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16500,5224,42056,-5.2121034,-2.1169338,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16501,5225,43059,-5.1889186,-1.9594928,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16502,5228,44991,-4.56826,-1.405099,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16503,5231,43710,-5.8682165,-2.8596165,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16504,5234,41742,-5.8394833,-3.6167667,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16505,5236,40499,-5.622242,-3.1689236,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16506,5238,39058,-5.182587,-2.5381484,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16507,5239,38035,-5.801551,-2.4070992,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16508,5241,38240,-3.82274,-0.546738,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16509,5245,44303,-5.0291686,-1.8478968,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16510,5247,45058,-5.223465,-2.064839,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16511,5248,47211,-5.4999638,-2.484604,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16512,5249,47148,-5.415728,-2.201804,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16513,5250,49128,-4.992188,-1.4096699,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16514,5252,49297,-5.0360284,-2.18477,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16515,5253,49851,-5.253396,-2.6087115,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16516,5255,49190,-5.2531524,-2.2663805,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16517,5256,46481,-4.327635,-1.7277517,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16518,5257,47367,-5.3666167,-2.627493,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
16519,5258,46063,-4.1067185,-1.3571678,1,0,0,0,0,0,0.0,0.0,0.0,1920.0
