,tractid,dist_dtown,den_parc,den_finsqft,den_line,lg_den_parc,lg_den_finsqft,tot_parc,tot_finsqft,tot_line_len,period,chg_tot_finsqft,chg_den_line,chg_den_finsqft,chg_tot_line_len
469,71,2561,5.03452e-06,0.0006796602,0.0,-5.298042,-3.1677082,9229,304389.25,152356.6,0,,,,
470,71,2561,5.03452e-06,0.0006796602,0.001302829,-5.298042,-3.1677082,10910,370225.44,273684.16,1,65836.19,0.001302829,0.0,121327.56
471,71,2561,0.0004917048,0.06741624,0.001302829,-3.3082955,-1.1712354,25179,1044206.8,281973.1,2,673981.4,0.0,0.06673659,8288.9375
472,71,2561,0.0005638662,0.078959465,0.001302829,-3.248824,-1.1025958,32109,1418424.1,309384.16,3,374217.3,0.0,0.011543222,27411.062
473,71,2561,0.00065280945,0.0948338,0.001302829,-3.1852136,-1.0230368,45857,2066529.0,325355.22,4,648104.9,0.0,0.015874334,15971.0625
474,71,2561,0.00068469474,0.09856092,0.002907718,-3.164503,-1.0062952,62637,2695362.5,389052.62,5,628833.5,0.001604889,0.0037271231,63697.406
475,71,2561,0.0006997983,0.10159322,0.002907718,-3.1550272,-0.9931353,76354,3116566.5,405158.72,6,421204.0,0.0,0.003032297,16106.094
476,71,2561,0.0007199364,0.10451368,0.004013956,-3.142706,-0.98082685,101258,3921943.2,427340.4,7,805376.75,0.001106238,0.0029204637,22181.688
477,71,2561,0.0007232927,0.105000935,0.005632388,-3.140686,-0.97880685,115969,4492050.0,442741.84,8,570106.75,0.0016184319,0.00048725307,15401.4375
478,72,9830,4.5694323e-06,0.0003244297,0.0,-5.340138,-3.4888794,25179,1044845.8,281973.1,2,,,,
479,72,9830,5.0771473e-06,0.00036047745,0.0,-5.29438,-3.443122,32109,1419134.1,309384.16,3,374288.3,0.0,3.6047742e-05,27411.062
480,72,9830,5.584862e-06,0.0003965252,0.0,-5.2529874,-3.401729,45857,2067310.0,325355.22,4,648175.9,0.0,3.6047742e-05,15971.0625
481,72,9830,9.64658e-06,0.00068490714,0.0007142937,-5.0156264,-3.1643684,62637,2696711.5,389052.62,5,629401.5,0.0007142937,0.00028838194,63697.406
482,72,9830,2.589345e-05,0.0018125416,0.0007142937,-4.58681,-2.741712,76354,3120136.5,405158.72,6,423425.0,0.0,0.0011276344,16106.094
483,72,9830,0.00015383757,0.0133614335,0.0007142937,-3.8129375,-1.8741469,101258,3948260.0,427340.4,7,828123.5,0.0,0.011548892,22181.688
484,72,9830,0.00024167221,0.022794645,0.0007142937,-3.6167734,-1.6421672,115969,4536946.5,442741.84,8,588686.5,0.0,0.009433212,15401.4375
485,73,6181,8.236328e-06,0.0012107402,0.0,-5.084266,-2.916949,25179,1046609.8,281973.1,2,,,,
486,73,6181,1.9218098e-05,0.0021716452,0.000600302,-4.7162895,-2.663211,32109,1422298.1,309384.16,3,375688.3,0.000600302,0.000960905,27411.062
487,73,6181,5.8340655e-05,0.00624245,0.000600302,-4.234029,-2.204645,45857,2076405.0,325355.22,4,654106.9,0.0,0.0040708045,15971.0625
488,73,6181,0.00015717659,0.017132249,0.000600302,-3.8036122,-1.7661856,62637,2721672.5,389052.62,5,645267.5,0.0,0.010889798,63697.406
489,73,6181,0.00028483965,0.0301279,0.000600302,-3.5453997,-1.5210311,76354,3164031.8,405158.72,6,442359.25,0.0,0.012995651,16106.094
490,73,6181,0.00059438834,0.064876385,0.0006574698,-3.2259297,-1.1879133,101258,4042782.2,427340.4,7,878750.5,5.716778e-05,0.034748487,22181.688
491,73,6181,0.000736465,0.08333933,0.0006574698,-3.1328478,-1.07915,115969,4658368.5,442741.84,8,615586.25,0.0,0.018462949,15401.4375
492,74,12108,3.5011838e-06,0.00044114914,3.7068912e-06,-5.4557853,-3.3554146,25179,1048247.8,281973.1,2,,,,
493,74,12108,9.156942e-06,0.0011308823,3.7068912e-06,-5.0382495,-2.9465826,32109,1426497.1,309384.16,3,378249.3,0.0,0.0006897332,27411.062
494,74,12108,1.185016e-05,0.0014670498,3.7068912e-06,-4.9262757,-2.8335552,45857,2081852.2,325355.22,4,655355.1,0.0,0.00033616752,15971.0625
495,74,12108,1.3735413e-05,0.0017004441,3.7068912e-06,-4.8621583,-2.7694376,62637,2727986.2,389052.62,5,646134.0,0.0,0.00023339433,63697.406
496,74,12108,1.5889987e-05,0.0019671805,0.00024425169,-4.7988763,-2.7061558,76354,3171336.0,405158.72,6,443349.75,0.00024054479,0.00026673637,16106.094
497,74,12108,1.9929816e-05,0.0031931994,0.00024425169,-4.7004967,-2.495774,101258,4054638.8,427340.4,7,883302.75,0.0,0.0012260189,22181.688
498,74,12108,2.7470825e-05,0.0048279976,0.00024425169,-4.561128,-2.316233,115969,4676295.0,442741.84,8,621656.25,0.0,0.0016347982,15401.4375
499,75,5238,4.904405e-05,0.007810265,0.0006093184,-4.3094134,-2.1073341,25179,1057802.8,281973.1,2,,,,
500,75,5238,0.0001021751,0.013851113,0.0006093184,-3.990655,-1.8585154,32109,1443442.5,309384.16,3,385639.75,0.0,0.006040848,27411.062
501,75,5238,0.00025911606,0.033010025,0.0006093184,-3.5865057,-1.4813541,45857,2122236.5,325355.22,4,678794.0,0.0,0.019158911,15971.0625
502,75,5238,0.00043976164,0.054023024,0.0006093184,-3.3567827,-1.2674211,62637,2794077.5,389052.62,5,671841.0,0.0,0.021013,63697.406
503,75,5238,0.0005599196,0.068536825,0.0006093184,-3.2518744,-1.164076,76354,3255183.2,405158.72,6,461105.75,0.0,0.014513802,16106.094
504,75,5238,0.00072748674,0.089347385,0.0006093184,-3.138175,-1.0489181,101258,4163945.5,427340.4,7,908762.25,0.0,0.02081056,22181.688
505,75,5238,0.00076590455,0.094082065,0.0006093184,-3.1158254,-1.0264932,115969,4791394.0,442741.84,8,627448.5,0.0,0.00473468,15401.4375
506,77,3982,0.00021851002,0.03552973,0.0018996912,-3.6605287,-1.449408,25179,1080241.5,281973.1,2,,,,
507,77,3982,0.00036735018,0.05943726,0.0018996912,-3.4349198,-1.2259412,32109,1480980.1,309384.16,3,400738.62,0.0,0.023907531,27411.062
508,77,3982,0.0007046156,0.1173185,0.0018996912,-3.1520476,-0.9306335,45857,2196329.0,325355.22,4,715348.9,0.0,0.057881244,15971.0625
509,77,3982,0.0009199588,0.15081325,0.0018996912,-3.0362315,-0.8215605,62637,2889323.5,389052.62,5,692994.5,0.0,0.03349475,63697.406
510,77,3982,0.0010450479,0.17056821,0.0018996912,-2.9808638,-0.76810193,76354,3362905.5,405158.72,6,473582.0,0.0,0.019754961,16106.094
511,77,3982,0.0011828042,0.1900372,0.003812873,-2.927087,-0.72116137,101258,4283963.5,427340.4,7,921058.0,0.0019131819,0.019468993,22181.688
512,77,3982,0.0012588077,0.20224845,0.003812873,-2.9000406,-0.6941148,115969,4919124.0,442741.84,8,635160.5,0.0,0.012211248,15401.4375
513,78,3522,2.853599e-05,0.003138177,0.00026459215,-4.544607,-2.5033226,9229,312637.2,152356.6,0,,,,
514,78,3522,3.272127e-05,0.0036844937,0.00026459215,-4.48517,-2.4336221,10910,379909.25,273684.16,1,67272.06,0.0,0.0005463166,121327.56
515,78,3522,5.1364783e-05,0.0056055305,0.00026459215,-4.289335,-2.2513833,25179,1094974.2,281973.1,2,715065.0,0.0,0.0019210367,8288.9375
516,78,3522,6.1257255e-05,0.0068419953,0.00026459215,-4.2128425,-2.1648173,32109,1498962.6,309384.16,3,403988.38,0.0,0.0012364648,27411.062
517,78,3522,7.1149734e-05,0.007925201,0.00026459215,-4.1478267,-2.1009898,45857,2217158.5,325355.22,4,718195.9,0.0,0.0010832059,15971.0625
518,78,3522,8.484701e-05,0.009297616,0.00026459215,-4.0713634,-2.0316284,62637,2913760.0,389052.62,5,696601.5,0.0,0.0013724146,63697.406
519,78,3522,9.3978524e-05,0.010102691,0.00026459215,-4.0269713,-1.9955629,76354,3389458.0,405158.72,6,475698.0,0.0,0.0008050753,16106.094
520,78,3522,0.000118709715,0.012515907,0.00026459215,-3.9255137,-1.9025377,101258,4316858.5,427340.4,7,927400.5,0.0,0.002413216,22181.688
521,78,3522,0.00012555835,0.013147355,0.00026459215,-3.9011545,-1.8811616,115969,4953678.5,442741.84,8,636820.0,0.0,0.0006314479,15401.4375
522,79,8739,1.6721989e-06,0.00047824887,0.0007192771,-5.776712,-3.320346,9229,313781.2,152356.6,0,,,,
523,79,8739,1.6721989e-06,0.00047824887,0.0007192771,-5.776712,-3.320346,10910,381053.25,273684.16,1,67272.06,0.0,0.0,121327.56
524,79,8739,1.8812238e-05,0.0035084821,0.0007192771,-4.7255597,-2.4548807,25179,1103366.8,281973.1,2,722313.5,0.0,0.0030302333,8288.9375
525,79,8739,2.7173232e-05,0.003840483,0.0007192771,-4.565859,-2.4156141,32109,1508149.2,309384.16,3,404782.5,0.0,0.0003320009,27411.062
526,79,8739,4.556742e-05,0.0067667617,0.0007192771,-4.341346,-2.169619,45857,2233345.0,325355.22,4,725195.75,0.0,0.0029262786,15971.0625
527,79,8739,9.573338e-05,0.01255256,0.0007192771,-4.0189366,-1.9012676,62637,2943786.5,389052.62,5,710441.5,0.0,0.0057857987,63697.406
528,79,8739,0.00015969499,0.01831169,0.0007192771,-3.7967088,-1.7372715,76354,3433260.8,405158.72,6,489474.25,0.0,0.00575913,16106.094
529,79,8739,0.0002984875,0.03338796,0.0007192771,-3.5250738,-1.4764102,101258,4396724.5,427340.4,7,963463.75,0.0,0.015076268,22181.688
530,79,8739,0.00041930386,0.048079293,0.0007192771,-3.3774712,-1.3180419,115969,5068687.0,442741.84,8,671962.5,0.0,0.014691334,15401.4375
531,80,7857,1.6493988e-05,0.003909075,0.0,-4.7826743,-2.407926,25179,1109765.8,281973.1,2,,,,
532,80,7857,2.015932e-05,0.004777759,0.0,-4.695524,-2.3207757,32109,1515970.2,309384.16,3,406204.5,0.0,0.0008686837,27411.062
533,80,7857,3.7875085e-05,0.006957653,0.0004159338,-4.4216466,-2.1575372,45857,2244734.5,325355.22,4,728764.25,0.0004159338,0.0021798941,15971.0625
534,80,7857,9.224416e-05,0.018649364,0.0004159338,-4.035061,-1.729336,62637,2974314.8,389052.62,5,729580.25,0.0,0.011691711,63697.406
535,80,7857,0.00022114163,0.0428006,0.0004159338,-3.6553295,-1.3685502,76354,3503323.5,405158.72,6,529008.75,0.0,0.024151238,16106.094
536,80,7857,0.0003750855,0.07073097,0.0004159338,-3.4258697,-1.1503904,101258,4512508.5,427340.4,7,1009185.0,0.0,0.027930368,22181.688
537,80,7857,0.00050215033,0.09610755,0.0004159338,-3.2991662,-1.0172426,115969,5226011.0,442741.84,8,713502.5,0.0,0.02537658,15401.4375
538,81,2835,5.081672e-05,0.004725955,0.045594186,-4.2939935,-2.3255105,32109,1518946.2,309384.16,3,,,,
539,81,2835,0.00014768609,0.022973392,0.045594186,-3.8306603,-1.6387749,45857,2259201.2,325355.22,4,740255.0,0.0,0.018247437,15971.0625
540,81,2835,0.0002747279,0.03974397,0.045594186,-3.5610971,-1.4007287,62637,2999342.0,389052.62,5,740140.75,0.0,0.016770579,63697.406
541,81,2835,0.00035095296,0.049558252,0.045594186,-3.454751,-1.3048841,76354,3534531.0,405158.72,6,535189.0,0.0,0.009814281,16106.094
542,81,2835,0.00044147024,0.06212117,0.045594186,-3.3550985,-1.2067604,101258,4551627.0,427340.4,7,1017096.0,0.0,0.012562919,22181.688
543,81,2835,0.00046846663,0.06519833,0.045594186,-3.3293214,-1.1857635,115969,5267067.5,442741.84,8,715440.5,0.0,0.0030771606,15401.4375
544,82,3230,6.26028e-05,0.009369552,0.0,-4.2034063,-2.0282812,25179,1116351.1,281973.1,2,,,,
545,82,3230,0.00010101815,0.01349855,0.0020705876,-3.9956007,-1.8697128,32109,1528433.6,309384.16,3,412082.5,0.0020705876,0.004128998,27411.062
546,82,3230,0.00020345909,0.027481511,0.0020705876,-3.6915228,-1.5609593,45857,2278516.5,325355.22,4,750082.9,0.0,0.013982961,15971.0625
547,82,3230,0.0003855763,0.055665795,0.0020705876,-3.4138896,-1.2544116,62637,3038466.2,389052.62,5,759949.75,0.0,0.028184284,63697.406
548,82,3230,0.00045102468,0.062309746,0.0020705876,-3.3457997,-1.205444,76354,3578325.0,405158.72,6,539858.75,0.0,0.006643951,16106.094
549,82,3230,0.00057053915,0.08325981,0.0020705876,-3.2437146,-1.0795646,101258,4610145.5,427340.4,7,1031820.5,0.0,0.020950068,22181.688
550,82,3230,0.0006075317,0.08946564,0.0020705876,-3.2164311,-1.0483438,115969,5329948.0,442741.84,8,719802.5,0.0,0.006205827,15401.4375
551,83,5016,5.6382567e-05,0.007904836,0.0,-4.248855,-2.102107,25179,1122800.4,281973.1,2,,,,
552,83,5016,0.00011031372,0.012770935,0.0,-3.9573705,-1.8937773,32109,1538852.9,309384.16,3,416052.5,0.0,0.004866099,27411.062
553,83,5016,0.00019121045,0.021650907,0.0,-3.7184885,-1.664524,45857,2296180.5,325355.22,4,757327.6,0.0,0.008879972,15971.0625
554,83,5016,0.0003211355,0.035370782,0.00046710263,-3.4933116,-1.4513553,62637,3067323.8,389052.62,5,771143.25,0.00046710263,0.013719875,63697.406
555,83,5016,0.00042041784,0.04500411,0.00046710263,-3.376319,-1.3467478,76354,3615041.8,405158.72,6,547718.0,0.0,0.009633329,16106.094
556,83,5016,0.0006018226,0.06763462,0.00046710263,-3.2205315,-1.1698309,101258,4665325.5,427340.4,7,1050283.8,0.0,0.022630509,22181.688
557,83,5016,0.00077587314,0.088304885,0.00046710263,-3.1102092,-1.0540153,115969,5401992.0,442741.84,8,736666.5,0.0,0.020670265,15401.4375
558,84,4808,3.980258e-06,0.00048924005,0.0008837905,-5.400089,-3.310478,9229,315256.2,152356.6,0,,,,
559,84,4808,7.2971397e-06,0.0008988749,0.0014762796,-5.1368475,-3.0463006,10910,383763.25,273684.16,1,68507.06,0.0005924891,0.00040963484,121327.56
560,84,4808,1.4925967e-05,0.0018979724,0.0014762796,-4.8260574,-2.7217102,25179,1128522.5,281973.1,2,744759.25,0.0,0.0009990975,8288.9375
561,84,4808,1.8242848e-05,0.0022330598,0.0014762796,-4.7389073,-2.6510997,32109,1545585.2,309384.16,3,417062.75,0.0,0.00033508742,27411.062
562,84,4808,2.6535054e-05,0.0031498468,0.0014762796,-4.57618,-2.5017107,45857,2305677.0,325355.22,4,760091.75,0.0,0.00091678696,15971.0625
563,84,4808,4.7763097e-05,0.0056168726,0.0014762796,-4.3209076,-2.2505054,62637,3084258.0,389052.62,5,778581.0,0.0,0.0024670258,63697.406
564,84,4808,6.899114e-05,0.007927893,0.0014762796,-4.1612067,-2.1008422,76354,3638943.5,405158.72,6,554685.5,0.0,0.0023110202,16106.094
565,84,4808,0.00011741761,0.013492844,0.0014762796,-3.9302669,-1.8698965,101258,4706005.0,427340.4,7,1067061.5,0.0,0.0055649513,22181.688
566,84,4808,0.00016484901,0.019081274,0.0014762796,-3.7829137,-1.7193927,115969,5459520.0,442741.84,8,753515.0,0.0,0.00558843,15401.4375
567,85,4816,2.614755e-05,0.0027716404,0.0,-4.582569,-2.5572631,10910,385459.25,273684.16,1,,,,
568,85,4816,0.0001192982,0.013454187,0.0,-3.923366,-1.8711425,25179,1136755.2,281973.1,2,751296.0,0.0,0.0106825465,8288.9375
569,85,4816,0.00015361686,0.017153881,0.0,-3.8135612,-1.7656376,32109,1556081.9,309384.16,3,419326.62,0.0,0.0036996948,27411.062
570,85,4816,0.0003219417,0.039092924,0.0,-3.4922228,-1.4079019,45857,2329598.5,325355.22,4,773516.6,0.0,0.021939043,15971.0625
571,85,4816,0.0005899541,0.07323126,0.0,-3.2291818,-1.1353035,62637,3129069.0,389052.62,5,799470.5,0.0,0.034138333,63697.406
572,85,4816,0.0008122083,0.103111774,0.0,-3.0903325,-0.9866917,76354,3702038.8,405158.72,6,572969.75,0.0,0.029880516,16106.094
573,85,4816,0.0010949287,0.13592172,0.0,-2.9606142,-0.86671114,101258,4789177.0,427340.4,7,1087138.2,0.0,0.032809943,22181.688
574,85,4816,0.001155395,0.14258122,0.0,-2.9372694,-0.84593767,115969,5546767.0,442741.84,8,757590.0,0.0,0.0066595078,15401.4375
575,86,7068,1.5712071e-06,0.00019168727,0.0003150925,-5.8037667,-3.7174067,9229,315622.2,152356.6,0,,,,
576,86,7068,1.5712071e-06,0.00019168727,0.0003150925,-5.8037667,-3.7174067,10910,385825.25,273684.16,1,70203.06,0.0,0.0,121327.56
577,86,7068,2.0949428e-06,0.00025558303,0.0003150925,-5.678828,-3.592468,25179,1137243.2,281973.1,2,751418.0,0.0,6.389576e-05,8288.9375
578,86,7068,2.0949428e-06,0.00025558303,0.0003150925,-5.678828,-3.592468,32109,1556569.9,309384.16,3,419326.62,0.0,0.0,27411.062
579,86,7068,5.761093e-06,0.0007028533,0.00073640747,-5.2394953,-3.1531353,45857,2330940.5,325355.22,4,774370.6,0.00042131497,0.0004472703,15971.0625
580,86,7068,1.1522186e-05,0.0014057066,0.00073640747,-4.938465,-2.8521054,62637,3131753.0,389052.62,5,800812.5,0.0,0.0007028533,63697.406
581,86,7068,2.5139314e-05,0.0029580593,0.00073640747,-4.5996466,-2.5289931,76354,3707686.8,405158.72,6,575933.75,0.0,0.0015523527,16106.094
582,86,7068,5.237357e-05,0.0067711547,0.00073640747,-4.2808876,-2.1693373,101258,4802105.5,427340.4,7,1094418.8,0.0,0.0038130954,22181.688
583,86,7068,7.908409e-05,0.009397826,0.00073640747,-4.101911,-2.0269725,115969,5564711.0,442741.84,8,762605.5,0.0,0.0026266715,15401.4375
584,87,3338,0.00029094896,0.04056098,0.0,-3.536183,-1.3918916,9229,354099.16,152356.6,0,,,,
585,87,3338,0.00035525288,0.048948452,0.0006290643,-3.4494624,-1.310261,10910,432258.72,273684.16,1,78159.56,0.0006290643,0.0083874725,121327.56
586,87,3338,0.00044169425,0.060245518,0.0006290643,-3.3548782,-1.2200752,25179,1194393.4,281973.1,2,762134.6,0.0,0.011297066,8288.9375
587,87,3338,0.0005302439,0.07328084,0.0006290643,-3.2755244,-1.1350095,32109,1626085.5,309384.16,3,431692.12,0.0,0.0130353235,27411.062
588,87,3338,0.000653581,0.09114637,0.0009627912,-3.1847005,-1.0402606,45857,2417403.8,325355.22,4,791318.25,0.00033372693,0.017865531,15971.0625
589,87,3338,0.00077164726,0.107664555,0.0009627912,-3.1125813,-0.9679273,62637,3233885.8,389052.62,5,816482.0,0.0,0.016518183,63697.406
590,87,3338,0.0008148679,0.11265066,0.0018731218,-3.0889127,-0.94826627,76354,3814549.5,405158.72,6,580663.75,0.0009103306,0.0049861073,16106.094
591,87,3338,0.0008781177,0.12084391,0.0018731218,-3.0564473,-0.9177752,101258,4916740.5,427340.4,7,1102191.0,0.0,0.008193247,22181.688
592,87,3338,0.0009129051,0.12468896,0.0018731218,-3.0395744,-0.904172,115969,5682993.5,442741.84,8,766253.0,0.0,0.003845051,15401.4375
593,88,12323,5.7168686e-06,0.00075462664,0.00037219495,-5.2428417,-3.122268,76354,3818773.5,405158.72,6,,,,
594,88,12323,7.682042e-06,0.0010140296,0.00037219495,-5.1145234,-2.9939494,101258,4922416.5,427340.4,7,1103643.0,0.0,0.00025940296,22181.688
595,88,12323,9.289912e-06,0.0011426591,0.00037219495,-5.0319886,-2.9420834,115969,5689389.5,442741.84,8,766973.0,0.0,0.0001286295,15401.4375
596,89,7187,3.470199e-05,0.0043377485,0.00035515192,-4.4596457,-2.3627357,25179,1201018.4,281973.1,2,,,,
597,89,7187,5.1070852e-05,0.0064130398,0.00078036194,-4.2918267,-2.1929362,32109,1635880.1,309384.16,3,434861.75,0.00042521002,0.0020752912,27411.062
598,89,7187,9.690366e-05,0.01135303,0.00078036194,-4.01366,-1.9448882,45857,2434743.0,325355.22,4,798862.9,0.0,0.00493999,15971.0625
599,89,7187,0.00014862927,0.016869422,0.0010533998,-3.8278956,-1.7728997,62637,3259650.2,389052.62,5,824907.25,0.00027303782,0.005516392,63697.406
600,89,7187,0.00019380733,0.021961896,0.0010533998,-3.7126298,-1.6583302,76354,3852315.8,405158.72,6,592665.5,0.0,0.0050924737,16106.094
601,89,7187,0.00031035364,0.03377107,0.0010533998,-3.5081432,-1.4714552,101258,4973994.5,427340.4,7,1121678.8,0.0,0.011809176,22181.688
602,89,7187,0.00045243537,0.05048119,0.0010533998,-3.3444436,-1.2968705,115969,5766489.0,442741.84,8,792494.5,0.0,0.016710117,15401.4375
603,90,6977,1.0667931e-05,0.0010187874,0.00088619685,-4.97192,-2.9919164,32109,1638458.6,309384.16,3,,,,
604,90,6977,4.662281e-05,0.005390314,0.00088619685,-4.3314013,-2.268386,45857,2448385.5,325355.22,4,809926.9,0.0,0.0043715267,15971.0625
605,90,6977,7.941682e-05,0.008952922,0.00088619685,-4.1000876,-2.0480351,62637,3282309.8,389052.62,5,833924.25,0.0,0.0035626083,63697.406
606,90,6977,0.00012248366,0.01379635,0.00088619685,-3.9119217,-1.8602358,76354,3887233.5,405158.72,6,604923.75,0.0,0.004843428,16106.094
607,90,6977,0.00022797764,0.026414318,0.00088619685,-3.6421077,-1.5781606,101258,5040848.0,427340.4,7,1153614.5,0.0,0.012617968,22181.688
608,90,6977,0.000312926,0.038021866,0.00088619685,-3.5045583,-1.4199666,115969,5862720.5,442741.84,8,821872.5,0.0,0.011607548,15401.4375
609,91,4986,4.4660443e-05,0.005426244,0.0013642735,-4.350077,-2.2655008,25179,1205756.9,281973.1,2,,,,
610,91,4986,6.9853515e-05,0.0074044727,0.0014913714,-4.155812,-2.1305058,32109,1644924.6,309384.16,3,439167.75,0.00012709794,0.0019782288,27411.062
611,91,4986,0.00018780289,0.019857025,0.0022664887,-3.7262979,-1.7020859,45857,2465725.8,325355.22,4,820801.1,0.0007751173,0.012452552,15971.0625
612,91,4986,0.00044087874,0.043842938,0.0022664887,-3.355681,-1.3581003,62637,3320595.8,389052.62,5,854870.0,0.0,0.023985913,63697.406
613,91,4986,0.00063555245,0.06519921,0.0032043753,-3.1968486,-1.1857576,76354,3944169.0,405158.72,6,623573.25,0.00093788654,0.021356273,16106.094
614,91,4986,0.00080846855,0.083396,0.0036473395,-3.092337,-1.0788548,101258,5113674.0,427340.4,7,1169505.0,0.00044296426,0.018196791,22181.688
615,91,4986,0.0009172568,0.09603839,0.0036473395,-3.037509,-1.0175551,115969,5946586.5,442741.84,8,832912.5,0.0,0.012642391,15401.4375
616,92,7636,3.694399e-05,0.0072225505,0.0019468724,-4.432456,-2.1413095,45857,2472763.8,325355.22,4,,,,
617,92,7636,8.209776e-05,0.0153288245,0.0019468724,-4.0856686,-1.8144912,62637,3335533.0,389052.62,5,862769.25,0.0,0.0081062745,63697.406
618,92,7636,0.00013340886,0.023591133,0.0019468724,-3.8748152,-1.6272511,76354,3967157.2,405158.72,6,631624.25,0.0,0.008262308,16106.094
619,92,7636,0.0002001133,0.03490211,0.0019468724,-3.698724,-1.4571483,101258,5147684.5,427340.4,7,1180527.2,0.0,0.011310978,22181.688
620,92,7636,0.00024321461,0.04055284,0.0019468724,-3.6140103,-1.3919787,115969,5986103.0,442741.84,8,838418.5,0.0,0.005650729,15401.4375
621,93,7738,1.2541465e-06,0.0001172627,0.00050817075,-5.901652,-3.93084,25179,1205943.9,281973.1,2,,,,
622,93,7738,1.2541465e-06,0.0001172627,0.00050817075,-5.901652,-3.93084,32109,1645111.6,309384.16,3,439167.75,0.0,0.0,27411.062
623,93,7738,1.8812198e-06,0.00015551416,0.0010097641,-5.7255607,-3.8082302,45857,2473011.8,325355.22,4,827900.1,0.0005015934,3.8251463e-05,15971.0625
624,93,7738,1.0660246e-05,0.0009851321,0.0010097641,-4.972233,-3.0065055,62637,3337104.0,389052.62,5,864092.25,0.0,0.0008296179,63697.406
625,93,7738,3.3861957e-05,0.0031529244,0.0010097641,-4.470288,-2.5012865,76354,3972185.2,405158.72,6,635081.25,0.0,0.0021677923,16106.094
626,93,7738,8.653611e-05,0.007996438,0.0010097641,-4.062803,-2.0971034,101258,5160436.5,427340.4,7,1188251.2,0.0,0.0048435135,22181.688
627,93,7738,9.468806e-05,0.00884236,0.0010097641,-4.023705,-2.0534317,115969,6000204.0,442741.84,8,839767.5,0.0,0.00084592216,15401.4375
628,94,3281,3.5999772e-05,0.0065999585,0.0,-4.4437003,-2.1804588,9229,357949.16,152356.6,0,,,,
629,94,3281,3.5999772e-05,0.0065999585,0.0016644599,-4.4437003,-2.1804588,10910,436108.72,273684.16,1,78159.56,0.0016644599,0.0,121327.56
630,94,3281,0.00030514094,0.049178552,0.0016644599,-3.5154996,-1.3082243,25179,1234631.5,281973.1,2,798522.75,0.0,0.042578593,8288.9375
631,94,3281,0.0003839976,0.059722923,0.0016644599,-3.4156716,-1.223859,32109,1679950.2,309384.16,3,445318.75,0.0,0.010544371,27411.062
632,94,3281,0.0004851398,0.074535124,0.0016644599,-3.3141332,-1.127639,45857,2516490.8,325355.22,4,836540.5,0.0,0.014812201,15971.0625
633,94,3281,0.0005331395,0.079220586,0.0016644599,-3.273159,-1.101162,62637,3383316.2,389052.62,5,866825.5,0.0,0.0046854615,63697.406
634,94,3281,0.00059999625,0.089154996,0.0028251472,-3.2218513,-1.0498543,76354,4024192.8,405158.72,6,640876.5,0.0011606873,0.00993441,16106.094
635,94,3281,0.000635996,0.09537668,0.0028251472,-3.1965456,-1.0205578,101258,5216073.0,427340.4,7,1191880.2,0.0,0.006221682,22181.688
636,94,3281,0.00065828155,0.09871872,0.0028251472,-3.1815884,-1.0056005,115969,6057790.5,442741.84,8,841717.5,0.0,0.0033420399,15401.4375
637,96,6258,3.685979e-05,0.003888708,0.0015918761,-4.4334474,-2.4101946,25179,1246774.6,281973.1,2,,,,
638,96,6258,0.00014948694,0.018170968,0.0015918761,-3.8253968,-1.7406219,32109,1706772.9,309384.16,3,459998.25,0.0,0.01428226,27411.062
639,96,6258,0.00036757404,0.043461632,0.0015874048,-3.4346552,-1.361894,45857,2571105.0,325355.22,4,864332.1,-4.471396e-06,0.025290664,15971.0625
640,96,6258,0.0005887328,0.07264121,0.0015874048,-3.2300818,-1.138817,62637,3469434.5,389052.62,5,898329.5,0.0,0.029179577,63697.406
641,96,6258,0.0008743962,0.11464216,0.0015874048,-3.0582917,-0.94065565,76354,4152649.5,405158.72,6,683215.0,0.0,0.04200095,16106.094
642,96,6258,0.0012020387,0.16115333,0.0015874048,-2.9200816,-0.7927607,101258,5390456.0,427340.4,7,1237806.5,0.0,0.046511173,22181.688
643,96,6258,0.001253233,0.1699657,0.0015874048,-2.9019682,-0.7696387,115969,6240858.5,442741.84,8,850402.5,0.0,0.008812368,15401.4375
644,97,16486,7.969377e-06,0.0010971177,0.0,-5.0985756,-2.9597468,76354,4157054.8,405158.72,6,,,,
645,97,16486,1.0708851e-05,0.001474252,0.0,-4.9702573,-2.8314283,101258,5396375.5,427340.4,7,1239320.8,0.0,0.0003771343,22181.688
646,97,16486,1.2950239e-05,0.0017579949,0.0,-4.887722,-2.7549825,115969,6247917.5,442741.84,8,851542.0,0.0,0.0002837429,15401.4375
647,98,6953,9.661509e-07,0.00013671035,0.0,-6.014955,-3.8641987,9229,362840.44,152356.6,0,,,,
648,98,6953,9.661509e-07,0.00013671035,0.0,-6.014955,-3.8641987,10910,441000.0,273684.16,1,78159.56,0.0,0.0,121327.56
649,98,6953,2.4153774e-06,0.0002574792,0.0,-5.617015,-3.589258,25179,1247307.6,281973.1,2,806307.6,0.0,0.00012076885,8288.9375
650,98,6953,2.4153774e-06,0.0002574792,0.0,-5.617015,-3.589258,32109,1707305.9,309384.16,3,459998.25,0.0,0.0,27411.062
651,98,6953,2.8984527e-06,0.00029612525,0.0,-5.5378337,-3.5285246,45857,2571718.0,325355.22,4,864412.1,0.0,3.8646045e-05,15971.0625
