,tractid,dist_dtown,den_parc,den_finsqft,den_line,lg_den_parc,lg_den_finsqft,tot_parc,tot_finsqft,tot_line_len,period,chg_tot_finsqft,chg_den_line,chg_den_finsqft,chg_tot_line_len
827,122,2788,0.0005435119,0.075169206,0.001329412,-3.264791,-1.12396,76354,5253912.5,405158.72,6,873899.5,0.0,0.006398052,16106.094
828,122,2788,0.00062557147,0.08451384,0.0014597367,-3.203723,-1.0730722,101258,6837543.5,427340.4,7,1583631.0,0.00013032474,0.009344637,22181.688
829,122,2788,0.0006394257,0.08591458,0.0014597367,-3.1942098,-1.0659331,115969,7847727.5,442741.84,8,1010184.0,0.0,0.001400739,15401.4375
830,123,19105,2.288973e-06,0.00033647905,0.0005806897,-5.6403594,-3.473042,62637,4381042.0,389052.62,5,,,,
831,123,19105,2.288973e-06,0.00033647905,0.0005806897,-5.6403594,-3.473042,76354,5254941.5,405158.72,6,873899.5,0.0,0.0,16106.094
832,123,19105,2.288973e-06,0.00033647905,0.0005806897,-5.6403594,-3.473042,101258,6838572.5,427340.4,7,1583631.0,0.0,0.0,22181.688
833,123,19105,2.6159692e-06,0.001782783,0.0005806897,-5.5823674,-2.7489016,115969,7853179.5,442741.84,8,1014607.0,0.0,0.0014463039,15401.4375
834,124,3162,0.00015967624,0.01853937,0.0,-3.7967596,-1.7319051,9229,502535.16,152356.6,0,,,,
835,124,3162,0.00017550621,0.020528352,0.0005078338,-3.7557075,-1.6876459,10910,606872.8,273684.16,1,104337.66,0.0005078338,0.0019889828,121327.56
836,124,3162,0.00023813784,0.028086428,0.0,-3.6231716,-1.5515035,25179,1538994.8,281973.1,2,932121.94,-0.0005078338,0.0075580757,8288.9375
837,124,3162,0.00026910953,0.032401808,0.0,-3.570071,-1.4894308,32109,2111030.5,309384.16,3,572035.75,0.0,0.00431538,27411.062
838,124,3162,0.0003035225,0.037078515,0.0,-3.5178092,-1.4308777,45857,3247859.2,325355.22,4,1136828.8,0.0,0.004676707,15971.0625
839,124,3162,0.00033587072,0.041330997,0.0,-3.4738278,-1.3837241,62637,4441093.5,389052.62,5,1193234.2,0.0,0.004252482,63697.406
840,124,3162,0.0003496359,0.04293952,0.0,-3.456384,-1.3671428,76354,5317330.0,405158.72,6,876236.5,0.0,0.0016085245,16106.094
841,124,3162,0.00037578976,0.04557929,0.0011776398,-3.425055,-1.3412324,101258,6904796.5,427340.4,7,1587466.5,0.0011776398,0.0026397668,22181.688
842,124,3162,0.00038129586,0.04612657,0.0013890746,-3.418738,-1.3360488,115969,7920198.5,442741.84,8,1015402.0,0.00021143479,0.0005472824,15401.4375
843,125,4283,3.6488243e-05,0.0048529366,0.0,-4.437847,-2.3139954,9229,508653.16,152356.6,0,,,,
844,125,4283,6.266459e-05,0.00803852,0.0015659168,-4.2029777,-2.0948238,10910,617006.8,273684.16,1,108353.66,0.0015659168,0.0031855833,121327.56
845,125,4283,8.328838e-05,0.010399836,0.0015659168,-4.079416,-1.9829735,25179,1552105.6,281973.1,2,935098.8,0.0,0.0023613162,8288.9375
846,125,4283,0.00010549862,0.013093189,0.0015659168,-3.9767532,-1.8829546,32109,2127536.8,309384.16,3,575431.1,0.0,0.0026933532,27411.062
847,125,4283,0.00012850208,0.016158935,0.0015659168,-3.89109,-1.7915872,45857,3268230.5,325355.22,4,1140693.8,0.0,0.0030657453,15971.0625
848,125,4283,0.00022130914,0.027341738,0.0015659168,-3.6550007,-1.5631739,62637,4475562.5,389052.62,5,1207332.0,0.0,0.011182804,63697.406
849,125,4283,0.0003141162,0.037856642,0.0016639028,-3.5029097,-1.421858,76354,5365055.0,405158.72,6,889492.5,9.798596e-05,0.010514904,16106.094
850,125,4283,0.00054732367,0.06492251,0.0016639028,-3.2617557,-1.1876047,101258,6986643.0,427340.4,7,1621588.0,0.0,0.02706587,22181.688
851,125,4283,0.0006298188,0.0744179,0.0016639028,-3.2007844,-1.1283226,115969,8014015.5,442741.84,8,1027372.5,0.0,0.009495385,15401.4375
852,126,25913,4.2755142e-05,0.0063224714,0.0,-4.369012,-2.1991131,9229,523440.78,152356.6,0,,,,
853,126,25913,5.6009234e-05,0.008211306,0.0,-4.2517405,-2.0855877,10910,636212.25,273684.16,1,112771.47,0.0,0.0018888349,121327.56
854,126,25913,8.251742e-05,0.0118528195,0.0,-4.083454,-1.9261783,25179,1579828.1,281973.1,2,943615.9,0.0,0.0036415132,8288.9375
855,126,25913,8.850314e-05,0.016090568,0.0,-4.0530415,-1.7934287,32109,2165171.0,309384.16,3,585342.9,0.0,0.0042377487,27411.062
856,126,25913,9.363376e-05,0.01672778,0.0,-4.0285673,-1.7765616,45857,3307355.0,325355.22,4,1142184.0,0.0,0.00063721277,15971.0625
857,126,25913,9.833682e-05,0.017284553,0.0,-4.0072837,-1.7623419,62637,4515989.5,389052.62,5,1208634.5,0.0,0.0005567726,63697.406
858,126,25913,0.0001064603,0.018277576,0.0,-3.9728124,-1.7380815,76354,5407804.5,405158.72,6,891815.0,0.0,0.0009930227,16106.094
859,126,25913,0.00010902561,0.018613288,0.0,-3.9624715,-1.7301769,101258,7030177.5,427340.4,7,1622373.0,0.0,0.000335712,22181.688
860,126,25913,0.000113301125,0.019085575,0.0,-3.9457657,-1.7192948,115969,8058655.0,442741.84,8,1028477.5,0.0,0.00047228672,15401.4375
861,127,2788,0.00011783503,0.0138898045,0.017865602,-3.9287255,-1.8573039,25179,1593737.4,281973.1,2,,,,
862,127,2788,0.00016277212,0.019558357,0.017865602,-3.78842,-1.7086676,32109,2184756.8,309384.16,3,591019.4,0.0,0.0056685526,27411.062
863,127,2788,0.00022668265,0.027528342,0.017865602,-3.6445818,-1.56022,45857,3334922.0,325355.22,4,1150165.2,0.0,0.007969985,15971.0625
864,127,2788,0.00029059316,0.036405876,0.017865602,-3.5367146,-1.4388285,62637,4552446.5,389052.62,5,1217524.5,0.0,0.008877534,63697.406
865,127,2788,0.00032754143,0.040888093,0.022418434,-3.4847338,-1.3884032,76354,5448750.0,405158.72,6,896303.5,0.004552832,0.004482217,16106.094
866,127,2788,0.00038046733,0.046246808,0.022418434,-3.4196827,-1.3349183,101258,7076489.0,427340.4,7,1627739.0,0.0,0.0053587146,22181.688
867,127,2788,0.00040143798,0.048795845,0.022418434,-3.3963816,-1.3116171,115969,8107519.0,442741.84,8,1031030.0,0.0,0.0025490373,15401.4375
868,128,20337,6.055952e-06,0.001380757,2.599704e-05,-5.217818,-2.8598828,25179,1604453.4,281973.1,2,,,,
869,128,20337,6.829052e-06,0.0017175066,2.599704e-05,-5.1656394,-2.7651017,32109,2198086.2,309384.16,3,593632.9,0.0,0.0003367496,27411.062
870,128,20337,1.1596503e-05,0.0019482126,2.599704e-05,-4.9356728,-2.7103636,45857,3350042.0,325355.22,4,1151955.8,0.0,0.00023070606,15971.0625
871,128,20337,1.6492804e-05,0.0028660828,0.00028764058,-4.7827053,-2.5427113,62637,4574690.0,389052.62,5,1224648.0,0.00026164355,0.0009178702,63697.406
872,128,20337,3.362986e-05,0.006040919,0.00028764058,-4.4732747,-2.2188969,76354,5495633.5,405158.72,6,920943.5,0.0,0.0031748363,16106.094
873,128,20337,4.0072362e-05,0.0081153,0.00028764058,-4.3971553,-2.0906954,101258,7139471.5,427340.4,7,1643838.0,0.0,0.0020743809,22181.688
874,128,20337,4.5097513e-05,0.009629646,0.00028764058,-4.3458476,-2.0163896,115969,8182254.5,442741.84,8,1042783.0,0.0,0.0015143463,15401.4375
875,129,6899,0.000100358215,0.019143889,0.0,-3.9984472,-1.7179699,9229,542134.8,152356.6,0,,,,
876,129,6899,0.00012186355,0.02367587,0.00082750944,-3.9141262,-1.625694,10910,659331.8,273684.16,1,117197.0,0.00082750944,0.0045319814,121327.56
877,129,6899,0.00019457206,0.036602765,0.00082750944,-3.7109196,-1.4364861,25179,1640196.0,281973.1,2,980864.2,0.0,0.012926895,8288.9375
878,129,6899,0.00026216023,0.048618004,0.00082750944,-3.5814333,-1.3132029,32109,2245561.8,309384.16,3,605365.75,0.0,0.012015238,27411.062
879,129,6899,0.00044956384,0.07993051,0.00082750944,-3.3472087,-1.0972874,45857,3428094.2,325355.22,4,1182532.5,0.0,0.031312503,15971.0625
880,129,6899,0.0006420878,0.11068489,0.0013179642,-3.1924057,-0.9559117,62637,4682774.0,389052.62,5,1254679.8,0.0004904547,0.03075438,63697.406
881,129,6899,0.00069841126,0.11865725,0.0013179642,-3.1558888,-0.92570573,76354,5611502.5,405158.72,6,928728.5,0.0,0.007972367,16106.094
882,129,6899,0.00075473473,0.12649769,0.0013179642,-3.1222057,-0.8979174,101258,7262996.5,427340.4,7,1651494.0,0.0,0.007840432,22181.688
883,129,6899,0.00076907163,0.12892906,0.0013179642,-3.1140332,-0.88964915,115969,8308154.0,442741.84,8,1045157.5,0.0,0.0024313778,15401.4375
884,130,6449,1.1433472e-05,0.0017102346,0.0,-4.941822,-2.7669444,9229,548716.4,152356.6,0,,,,
885,130,6449,1.4031988e-05,0.0021667506,1.15579404e-07,-4.852881,-2.664191,10910,667670.25,273684.16,1,118953.875,1.15579404e-07,0.00045651605,121327.56
886,130,6449,1.8709317e-05,0.002819046,1.15579404e-07,-4.727942,-2.549898,25179,1651044.6,281973.1,2,983374.4,0.0,0.0006522953,8288.9375
887,130,6449,2.8323828e-05,0.0043264646,1.15579404e-07,-4.547848,-2.3638668,32109,2262211.5,309384.16,3,611166.9,0.0,0.0015074187,27411.062
888,130,6449,3.4560268e-05,0.005315537,1.15579404e-07,-4.461423,-2.274453,45857,3448550.2,325355.22,4,1186338.8,0.0,0.0009890725,15971.0625
889,130,6449,4.0536852e-05,0.0060253288,0.0008018688,-4.39215,-2.2200193,62637,4705961.5,389052.62,5,1257411.2,0.0008017532,0.00070979167,63697.406
890,130,6449,4.313537e-05,0.0062907212,0.0008018688,-4.3651667,-2.2012997,76354,5635711.5,405158.72,6,929750.0,0.0,0.00026539247,16106.094
891,130,6449,4.9111957e-05,0.007110387,0.0008018688,-4.3088126,-2.1481068,101258,7290360.0,427340.4,7,1654648.5,0.0,0.00081966585,22181.688
892,130,6449,5.300973e-05,0.007589858,0.0008018688,-4.2756443,-2.1197662,115969,8337362.5,442741.84,8,1047002.5,0.0,0.00047947094,15401.4375
893,131,22554,4.312492e-06,0.00080931105,0.0,-5.3652716,-3.0918846,9229,554158.7,152356.6,0,,,,
894,131,22554,4.6099053e-06,0.0008651256,0.0001923945,-5.336308,-3.0629208,10910,673487.94,273684.16,1,119329.25,0.0001923945,5.581457e-05,121327.56
895,131,22554,4.9073187e-06,0.00092094013,0.0001923945,-5.309156,-3.0357685,25179,1657237.6,281973.1,2,983749.7,0.0,5.581451e-05,8288.9375
896,131,22554,5.056025e-06,0.00094884745,0.0001923945,-5.2961907,-3.0228035,32109,2268592.2,309384.16,3,611354.6,0.0,2.7907314e-05,27411.062
897,131,22554,5.2047317e-06,0.0009767547,0.0001923945,-5.2836018,-3.0102146,45857,3455118.5,325355.22,4,1186526.2,0.0,2.7907256e-05,15971.0625
898,131,22554,5.502145e-06,0.0010325693,0.0002656167,-5.259468,-2.986081,62637,4712905.0,389052.62,5,1257786.5,7.3222196e-05,5.5814628e-05,63697.406
899,131,22554,5.6508516e-06,0.0010604765,0.0002656167,-5.247886,-2.974499,76354,5642843.0,405158.72,6,929938.0,0.0,2.7907197e-05,16106.094
900,131,22554,5.7995585e-06,0.0010883837,0.0002656167,-5.236605,-2.963218,101258,7297679.0,427340.4,7,1654836.0,0.0,2.7907197e-05,22181.688
901,131,22554,6.2456784e-06,0.0011721057,0.0002656167,-5.2044206,-2.9310331,115969,8345244.5,442741.84,8,1047565.5,0.0,8.372194e-05,15401.4375
902,132,13955,6.655515e-07,0.00023493968,0.0,-6.1768184,-3.6290436,9229,555217.7,152356.6,0,,,,
903,132,13955,8.87402e-07,0.0003132529,0.0,-6.0518794,-3.5041049,10910,674899.94,273684.16,1,119682.25,0.0,7.831323e-05,121327.56
904,132,13955,1.1092525e-06,0.00039156614,0.0,-5.9549694,-3.4071949,25179,1659002.6,281973.1,2,984102.7,0.0,7.831323e-05,8288.9375
905,132,13955,1.5529534e-06,0.0005481926,0.0,-5.8088417,-3.261067,32109,2271063.2,309384.16,3,612060.6,0.0,0.00015662645,27411.062
906,132,13955,2.4403555e-06,0.0008614455,0.0,-5.612547,-3.0647721,45857,3459001.5,325355.22,4,1187938.2,0.0,0.0003132529,15971.0625
907,132,13955,4.43701e-06,0.0010493528,0.0,-5.3529096,-2.9790785,62637,4717635.0,389052.62,5,1258633.5,0.0,0.00018790731,63697.406
908,132,13955,6.4336646e-06,0.0015215616,0.0,-5.1915417,-2.8177104,76354,5649701.5,405158.72,6,932066.5,0.0,0.00047220883,16106.094
909,132,13955,8.430319e-06,0.0021855603,1.2664026e-06,-5.074156,-2.660437,101258,7307530.5,427340.4,7,1657829.0,1.2664026e-06,0.00066399865,22181.688
910,132,13955,1.0205123e-05,0.0024247374,0.0002576324,-4.991182,-2.6153352,115969,8356174.0,442741.84,8,1048643.5,0.000256366,0.00023917714,15401.4375
911,133,1680,0.00025024862,0.040290028,0.0,-3.6016283,-1.3948025,25179,1683635.6,281973.1,2,,,,
912,133,1680,0.00026660474,0.04292336,0.0,-3.5741322,-1.3673062,32109,2297306.2,309384.16,3,613670.6,0.0,0.0026333332,27411.062
913,133,1680,0.00029113892,0.046873365,0.0,-3.5358996,-1.3290739,45857,3487659.5,325355.22,4,1190353.2,0.0,0.0039500035,15971.0625
914,133,1680,0.0003025882,0.048716698,0.0023620424,-3.519148,-1.3123221,62637,4747420.0,389052.62,5,1259760.5,0.0023620424,0.0018433332,63697.406
915,133,1680,0.00031076625,0.05003337,0.0023620424,-3.5075662,-1.3007402,76354,5680291.5,405158.72,6,932871.5,0.0,0.0013166703,16106.094
916,133,1680,0.0003189443,0.051350035,0.0023620424,-3.4962852,-1.2894592,101258,7338925.5,427340.4,7,1658634.0,0.0,0.0013166666,22181.688
917,133,1680,0.00032385116,0.049549226,0.0023620424,-3.4896545,-1.3049631,115969,8386468.0,442741.84,8,1047542.5,0.0,-0.001800809,15401.4375
918,134,5730,6.116555e-05,0.011371995,0.0,-4.2134933,-1.9441633,9229,565443.4,152356.6,0,,,,
919,134,5730,6.8950256e-05,0.012828314,0.0011650057,-4.161464,-1.8918304,10910,686435.1,273684.16,1,120991.75,0.0011650057,0.0014563184,121327.56
920,134,5730,9.564067e-05,0.017263142,0.0011650057,-4.019357,-1.7628802,25179,1699158.6,281973.1,2,1012723.5,0.0,0.0044348286,8288.9375
921,134,5730,0.00013345211,0.022754185,0.0011650057,-3.8746746,-1.6429387,32109,2317766.8,309384.16,3,618608.1,0.0,0.0054910425,27411.062
922,134,5730,0.0002702405,0.040656183,0.0018504446,-3.5682495,-1.3908734,45857,3524217.5,325355.22,4,1206450.8,0.00068543886,0.017901998,15971.0625
923,134,5730,0.00041258943,0.059161633,0.0021005701,-3.384482,-1.2279599,62637,4800618.0,389052.62,5,1276400.5,0.00025012554,0.01850545,63697.406
924,134,5730,0.00048265178,0.06751454,0.0021005701,-3.3163662,-1.1706027,76354,5741000.5,405158.72,6,940382.5,0.0,0.0083529055,16106.094
925,134,5730,0.0005705078,0.078946255,0.0021005701,-3.2437384,-1.1026685,101258,7409914.0,427340.4,7,1668913.5,0.0,0.011431716,22181.688
926,134,5730,0.00060275866,0.082924396,0.0021005701,-3.2198565,-1.0813177,115969,8461034.0,442741.84,8,1051120.0,0.0,0.0039781407,15401.4375
927,135,7386,4.1003436e-06,0.0005428855,0.0003145532,-5.38718,-3.2652917,9229,566767.4,152356.6,0,,,,
928,135,7386,5.740481e-06,0.00072617084,0.0003145532,-5.2410517,-3.138961,10910,688206.1,273684.16,1,121438.75,0.0,0.00018328533,121327.56
929,135,7386,1.1070928e-05,0.0014129784,0.0003145532,-4.955816,-2.8498645,25179,1702604.6,281973.1,2,1014398.5,0.0,0.00068680756,8288.9375
930,135,7386,1.1070928e-05,0.0014129784,0.00041236487,-4.955816,-2.8498645,32109,2321212.8,309384.16,3,618608.1,9.781166e-05,0.0,27411.062
931,135,7386,1.4761237e-05,0.0019041996,0.00041236487,-4.8308773,-2.7202876,45857,3528861.5,325355.22,4,1207648.8,0.0,0.0004912212,15971.0625
932,135,7386,2.829237e-05,0.003375403,0.00041236487,-4.548331,-2.4716744,62637,4808850.0,389052.62,5,1279988.5,0.0,0.0014712033,63697.406
933,135,7386,4.6743917e-05,0.005108208,0.00041236487,-4.330275,-2.2917314,76354,5753458.5,405158.72,6,944608.5,0.0,0.001732805,16106.094
934,135,7386,0.00012711064,0.012139067,0.00041236487,-3.895818,-1.9158146,101258,7439519.0,427340.4,7,1686060.5,0.0,0.007030859,22181.688
935,135,7386,0.0001623736,0.015657103,0.00041236487,-3.7894845,-1.8052886,115969,8499219.0,442741.84,8,1059700.0,0.0,0.0035180356,15401.4375
936,137,3111,0.0004408021,0.06607623,0.0025932556,-3.3557563,-1.1799548,25179,1742627.9,281973.1,2,,,,
937,137,3111,0.00050188706,0.07290874,0.0025932556,-3.299394,-1.1372204,32109,2365374.5,309384.16,3,622746.6,0.0,0.0068325102,27411.062
938,137,3111,0.00062570785,0.09055503,0.0025932556,-3.2036283,-1.0430875,45857,3583712.0,325355.22,4,1218337.5,0.0,0.01764629,15971.0625
939,137,3111,0.0006603777,0.09463212,0.0025932556,-3.1802077,-1.0239614,62637,4866170.0,389052.62,5,1282458.0,0.0,0.004077092,63697.406
940,137,3111,0.00068183994,0.09770767,0.0025932556,-3.1663175,-1.0100714,76354,5812641.5,405158.72,6,946471.5,0.0,0.0030755475,16106.094
941,137,3111,0.0006983494,0.10007347,0.0025932556,-3.1559272,-0.99968106,101258,7500135.0,427340.4,7,1687493.5,0.0,0.0023658052,22181.688
942,137,3111,0.000709906,0.10172953,0.0025932556,-3.1487992,-0.992553,115969,8560838.0,442741.84,8,1060703.0,0.0,0.0016560555,15401.4375
943,138,1232,0.00028687943,0.020225,0.00875627,-3.5423007,-1.6941115,62637,4872726.5,389052.62,5,,,,
944,138,1232,0.00040101426,0.025397569,0.00875627,-3.39684,-1.5952078,76354,5820875.0,405158.72,6,948148.5,0.0,0.0051725693,16106.094
945,138,1232,0.00043494624,0.027546594,0.00875627,-3.3615644,-1.5599321,101258,7509065.0,427340.4,7,1688190.0,0.0,0.002149025,22181.688
946,138,1232,0.00049664074,0.03145391,0.00875627,-3.3039577,-1.5023253,115969,8571035.0,442741.84,8,1061970.0,0.0,0.0039073173,15401.4375
947,139,5863,7.6583166e-07,0.0001860971,0.00027701203,-6.1158667,-3.7302604,9229,567010.4,152356.6,0,,,,
948,139,5863,1.5316633e-06,0.00029637685,0.00069936435,-5.8148365,-3.5281558,10910,688593.1,273684.16,1,121582.75,0.0004223523,0.000110279754,121327.56
949,139,5863,1.0721643e-05,0.0013425029,0.00069936435,-4.9697385,-2.8720849,25179,1744380.9,281973.1,2,1055787.8,0.0,0.001046126,8288.9375
950,139,5863,1.4550801e-05,0.0018762875,0.00069936435,-4.837113,-2.7267005,32109,2367824.5,309384.16,3,623443.6,0.0,0.0005337846,27411.062
951,139,5863,2.2209118e-05,0.0028634446,0.000700358,-4.6534686,-2.5431113,45857,3587451.0,325355.22,4,1219626.5,9.93663e-07,0.0009871571,15971.0625
952,139,5863,8.041233e-05,0.00948475,0.000700358,-4.0946774,-2.022974,62637,4885111.5,389052.62,5,1297660.5,0.0,0.006621306,63697.406
953,139,5863,0.0002519586,0.02700764,0.000700358,-3.5986707,-1.5685134,76354,5856141.0,405158.72,6,971029.5,0.0,0.01752289,16106.094
954,139,5863,0.00051846803,0.054882202,0.000700358,-3.285278,-1.2605685,101258,7580728.5,427340.4,7,1724587.5,0.0,0.027874563,22181.688
955,139,5863,0.000682356,0.07388469,0.000700358,-3.165989,-1.1314455,115969,8667511.0,442741.84,8,1086782.5,0.0,0.019002486,15401.4375
956,140,5754,1.8350505e-05,0.002007263,0.00020686255,-4.736352,-2.6973958,25179,1751819.0,281973.1,2,,,,
957,140,5754,3.3732547e-05,0.0040784255,0.00020686255,-4.471951,-2.3895075,32109,2382937.5,309384.16,3,631118.5,0.0,0.0020711625,27411.062
958,140,5754,5.4241937e-05,0.006396674,0.00020686255,-4.2656646,-2.1940458,45857,3611154.8,325355.22,4,1228217.2,0.0,0.0023182486,15971.0625
959,140,5754,8.932378e-05,0.010204271,0.00022523922,-4.0490327,-1.991218,62637,4922924.5,389052.62,5,1311769.8,1.8376668e-05,0.0038075973,63697.406
960,140,5754,0.000119548145,0.0134124635,0.00022523922,-3.9224572,-1.8724915,76354,5905842.5,405158.72,6,982918.0,0.0,0.003208192,16106.094
961,140,5754,0.00017001203,0.0186519,0.00022523922,-3.7695203,-1.7292769,101258,7649845.5,427340.4,7,1744003.0,0.0,0.0052394373,22181.688
962,140,5754,0.00019483919,0.021712031,0.00022523922,-3.7103236,-1.6632996,115969,8747968.0,442741.84,8,1098122.5,0.0,0.0030601304,15401.4375
963,141,7456,6.5677564e-06,0.0014777451,0.00030725868,-5.182583,-2.8304005,76354,5910342.5,405158.72,6,,,,
964,141,7456,2.2001983e-05,0.0028245046,0.00030725868,-4.6575384,-2.5490577,101258,7658446.5,427340.4,7,1748104.0,0.0,0.0013467595,22181.688
965,141,7456,3.5465884e-05,0.0049601574,0.00030725868,-4.450189,-2.3045046,115969,8763073.0,442741.84,8,1104626.5,0.0,0.0021356528,15401.4375
966,142,3368,3.2350912e-05,0.0054457365,0.00091299025,-4.4901133,-2.2639434,25179,1763265.6,281973.1,2,,,,
967,142,3368,4.3293134e-05,0.0066996124,0.00091299025,-4.363581,-2.1739504,32109,2397019.8,309384.16,3,633754.1,0.0,0.0012538759,27411.062
968,142,3368,5.8041343e-05,0.0089818975,0.00091299025,-4.2362623,-2.0466318,45857,3630034.2,325355.22,4,1233014.5,0.0,0.0022822851,15971.0625
969,142,3368,6.565332e-05,0.009248911,0.002458698,-4.182743,-2.0339093,62637,4942365.0,389052.62,5,1312330.8,0.0015457079,0.0002670139,63697.406
970,142,3368,7.1838054e-05,0.010120186,0.002458698,-4.1436453,-1.9948115,76354,5931614.5,405158.72,6,989249.5,0.0,0.0008712746,16106.094
971,142,3368,7.6119795e-05,0.010723376,0.002458698,-4.1185026,-1.9696685,101258,7680986.5,427340.4,7,1749372.0,0.0,0.0006031897,22181.688
972,142,3368,7.945004e-05,0.011192524,0.002458698,-4.099906,-1.951072,115969,8786599.0,442741.84,8,1105612.5,0.0,0.00046914816,15401.4375
973,143,7601,5.104828e-06,0.00039307174,0.0009728031,-5.292019,-3.405528,25179,1764035.6,281973.1,2,,,,
974,143,7601,7.146759e-06,0.0006050922,0.0009784269,-5.1458907,-3.2181785,32109,2398205.0,309384.16,3,634169.4,5.6237914e-06,0.00021202047,27411.062
975,143,7601,4.0838622e-05,0.0034758206,0.0009784269,-4.388929,-2.4589427,45857,3636843.2,325355.22,4,1238638.2,0.0,0.0028707285,15971.0625
976,143,7601,0.00012506828,0.012580237,0.0009784269,-3.9028528,-1.9003111,62637,4967009.0,389052.62,5,1330165.8,0.0,0.009104417,63697.406
977,143,7601,0.00020470358,0.02162389,0.0009784269,-3.6888745,-1.6650661,76354,5973974.0,405158.72,6,1006965.0,0.0,0.0090436535,16106.094
978,143,7601,0.00039256125,0.041378736,0.0009784269,-3.4060926,-1.3832228,101258,7762044.5,427340.4,7,1788070.5,0.0,0.019754846,22181.688
979,143,7601,0.0004946578,0.05413434,0.0009784269,-3.305695,-1.2665272,115969,8892644.0,442741.84,8,1130599.5,0.0,0.012755603,15401.4375
980,144,19254,8.106848e-07,0.00015159807,0.00017786323,-6.091148,-3.8193064,45857,3637591.2,325355.22,4,,,,
981,144,19254,1.013356e-06,0.00016061692,0.00017786323,-5.994238,-3.7942088,62637,4967801.5,389052.62,5,1330210.2,0.0,9.018855e-06,63697.406
982,144,19254,2.026712e-06,0.00032123385,0.00017786323,-5.6932077,-3.4931786,76354,5975559.0,405158.72,6,1007757.5,0.0,0.00016061692,16106.094
983,144,19254,3.2427392e-06,0.0005372138,0.00017786323,-5.489088,-3.2698529,101258,7764695.0,427340.4,7,1789136.0,0.0,0.00021597996,22181.688
984,144,19254,4.4587664e-06,0.00072232017,0.00017786323,-5.3507853,-3.1412702,115969,8896208.0,442741.84,8,1131513.0,0.0,0.00018510636,15401.4375
985,145,2347,0.00016801046,0.018393015,0.0,-3.7746637,-1.735347,9229,588248.6,152356.6,0,,,,
986,145,2347,0.00019572352,0.021498635,0.0,-3.708357,-1.6675891,10910,713417.4,273684.16,1,125168.75,0.0,0.00310562,121327.56
987,145,2347,0.00023469502,0.02573731,0.0,-3.629496,-1.5894369,25179,1793754.2,281973.1,2,1080336.9,0.0,0.0042386744,8288.9375
988,145,2347,0.00026067602,0.028646305,0.0,-3.583899,-1.5429314,32109,2431282.5,309384.16,3,637528.25,0.0,0.0029089954,27411.062
989,145,2347,0.00031090595,0.034606926,0.0,-3.507371,-1.460837,45857,3677551.5,325355.22,4,1246269.0,0.0,0.005960621,15971.0625
990,145,2347,0.0003715283,0.041679297,0.0002553915,-3.4300082,-1.3800796,62637,5015928.0,389052.62,5,1338376.5,0.0002553915,0.0070723705,63697.406
991,145,2347,0.00039144704,0.04368367,0.0002553915,-3.407327,-1.3596809,76354,6026000.0,405158.72,6,1010072.0,0.0,0.0020043738,16106.094
992,145,2347,0.00041136582,0.045574762,0.0002553915,-3.3857718,-1.3412756,101258,7817319.5,427340.4,7,1791319.5,0.0,0.0018910915,22181.688
993,145,2347,0.00042262426,0.04675338,0.0002553915,-3.3740456,-1.330187,115969,8950194.0,442741.84,8,1132874.5,0.0,0.0011786185,15401.4375
994,146,24938,4.782548e-06,0.0007843378,0.0,-5.3203406,-3.105497,9229,592840.6,152356.6,0,,,,
995,146,24938,5.2949636e-06,0.000868374,0.0,-5.276137,-3.0612931,10910,718501.4,273684.16,1,125660.75,0.0,8.4036204e-05,121327.56
996,146,24938,2.681643e-05,0.0041053514,0.0,-4.571599,-2.3866496,25179,1817789.5,281973.1,2,1099288.1,0.0,0.0032369774,8288.9375
997,146,24938,2.818287e-05,0.0041381847,0.0,-4.550015,-2.3831902,32109,2455510.0,309384.16,3,637720.5,0.0,3.283331e-05,27411.062
998,146,24938,4.20181e-05,0.006183295,0.0,-4.3765635,-2.20878,45857,3713752.2,325355.22,4,1258242.2,0.0,0.0020451103,15971.0625
999,146,24938,5.2778832e-05,0.008931097,0.00016537606,-4.27754,-2.0490952,62637,5068216.0,389052.62,5,1354463.8,0.00016537606,0.0027478016,63697.406
1000,146,24938,7.293386e-05,0.012754584,0.00016537606,-4.1370707,-1.8943337,76354,6100673.0,405158.72,6,1032457.0,0.0,0.003823487,16106.094
1001,146,24938,8.249895e-05,0.014102862,0.00016537606,-4.0835514,-1.8506927,101258,7899886.5,427340.4,7,1799213.5,0.0,0.0013482785,22181.688
1002,146,24938,9.0526795e-05,0.015874377,0.00016537606,-4.043223,-1.7993033,115969,9043132.0,442741.84,8,1143245.5,0.0,0.0017715143,15401.4375
1003,147,1955,0.00020270229,0.02349763,0.0,-3.6931415,-1.628976,9229,630978.94,152356.6,0,,,,
1004,147,1955,0.00022303412,0.025921026,0.00031817664,-3.6516287,-1.5863478,10910,760573.0,273684.16,1,129594.06,0.00031817664,0.0024233963,121327.56
1005,147,1955,0.0002513755,0.02906529,0.00031817664,-3.599677,-1.5366254,25179,1864964.5,281973.1,2,1104391.5,0.0,0.0031442642,8288.9375
1006,147,1955,0.00026801063,0.031141292,0.00031817664,-3.571848,-1.5066633,32109,2506054.5,309384.16,3,641090.0,0.0,0.0020760018,27411.062
